t,u,theta,phi
6.1,-0.5235988,0.1563741,0.5041335
6.11,-0.5235988,0.1636333,0.5041335
6.12,-0.5235988,0.1699525,0.5041335
6.13,-0.5235988,0.175323,0.5041335
6.14,-0.5235988,0.179807,0.5041335
6.15,-0.5235988,0.1832821,0.5089958
6.16,-0.5235988,0.1856923,0.5041335
6.17,-0.5235988,0.1870774,0.5041335
6.18,-0.5235988,0.1873568,0.5041335
6.19,-0.5235988,0.1867266,0.5041335
6.2,-0.5235988,0.1850273,0.5041335
6.21,-0.5235988,0.1822513,0.5041335
6.22,-0.5235988,0.1786932,0.5041335
6.23,-0.5235988,0.1740452,0.5041335
6.24,-0.5235988,0.1684088,0.5041335
6.25,-0.5235988,0.161818,0.5089958
6.26,-0.5235988,0.1544703,0.5041335
6.27,-0.5235988,0.1461973,0.5041335
6.28,-0.5235988,0.1370973,0.4992712
6.29,-0.5235988,0.1275212,0.5041335
6.3,-0.5235988,0.1170358,0.5041335
6.31,-0.5235988,0.1060445,0.5041335
6.32,-0.5235988,0.0944265,0.5041335
6.33,-0.5235988,0.08234065,0.5041335
6.34,-0.5235988,0.06983544,0.5041335
6.35,-0.5235988,0.05688448,0.5041335
6.36,-0.5235988,0.0434151,0.5041335
6.37,-0.5235988,0.0300175,0.5089958
6.38,-0.5235988,0.01661532,0.5041335
6.39,-0.5235988,0.002840095,0.5041335
6.4,-0.5235988,-0.01048616,0.5041335
6.41,-0.5235988,-0.0240573,0.5041335
6.42,-0.5235988,-0.03726302,0.5041335
6.43,-0.5235988,-0.05030049,0.5089958
6.44,-0.5235988,-0.06305522,0.5041335
6.45,-0.5235988,-0.07527875,0.5041335
6.46,-0.5235988,-0.0871916,0.5041335
6.47,-0.5235988,-0.09870135,0.5041335
6.48,-0.5235988,-0.1094006,0.5041335
6.49,-0.5235988,-0.1195913,0.5041335
6.5,-0.5235988,-0.1290172,0.5041335
6.51,-0.5235988,-0.1377452,0.5089958
6.52,-0.5235988,-0.1456225,0.5041335
6.53,-0.5235988,-0.1528259,0.5041335
6.54,-0.5235988,-0.1589758,0.5089958
6.55,-0.5235988,-0.1641954,0.5089958
6.56,-0.5235988,-0.1686439,0.5041335
6.57,-0.5235988,-0.1720724,0.5041335
6.58,-0.5235988,-0.1744808,0.5041335
6.59,-0.5235988,-0.1760091,0.5041335
6.6,-0.5235988,-0.1765119,0.5041335
6.61,-0.5235988,-0.1760843,0.5041335
6.62,-0.5235988,-0.1745435,0.5089958
6.63,-0.5235988,-0.1721957,0.5041335
6.64,-0.5235988,-0.1687265,0.5041335
6.65,-0.5235988,-0.1644071,0.5041335
6.66,-0.5235988,-0.1592599,0.5041335
6.67,-0.5235988,-0.1531644,0.5089958
6.68,-0.5235988,-0.1463031,0.5041335
6.69,-0.5235988,-0.1386016,0.5089958
6.7,-0.5235988,-0.130035,0.5041335
6.71,-0.5235988,-0.1206256,0.5041335
6.72,-0.5235988,-0.1107967,0.5041335
6.73,-0.5235988,-0.1003235,0.5089958
6.74,-0.5235988,-0.08930217,0.4992712
6.75,-0.5235988,-0.07768068,0.5041335
6.76,-0.5235988,-0.06564098,0.4992712
6.77,-0.5235988,-0.05321581,0.5041335
6.78,-0.5235988,-0.04056531,0.5089958
6.79,-0.5235988,-0.02789671,0.5041335
6.8,-0.5235988,-0.01482601,0.5041335
6.81,-0.5235988,-0.001907246,0.5089958
6.82,-0.5235988,0.01107087,0.5041335
6.83,-0.5235988,0.02389314,0.5041335
6.84,-0.5235988,0.03652588,0.5041335
6.85,-0.5235988,0.04900729,0.5089958
6.86,-0.5235988,0.06125638,0.5041335
6.87,-0.5235988,0.07328396,0.5041335
6.88,-0.5235988,0.08450383,0.5041335
6.89,-0.5235988,0.095377,0.5041335
6.9,-0.5235988,0.1058271,0.5041335
6.91,-0.5235988,0.11555,0.5041335
6.92,-0.5235988,0.1247126,0.5041335
6.93,-0.5235988,0.1331012,0.5041335
6.94,-0.5235988,0.1408941,0.5041335
6.95,-0.5235988,0.1477996,0.5041335
6.96,-0.5235988,0.1538086,0.5041335
6.97,-0.5235988,0.1592133,0.5041335
6.98,-0.5235988,0.1634678,0.5041335
6.99,-0.5235988,0.1668412,0.5041335
7,-0.5235988,0.1691116,0.5089958
7.01,-0.5235988,0.1707278,0.5041335
7.02,-0.5235988,0.171232,0.5041335
7.03,-0.5235988,0.170808,0.5041335
7.04,-0.5235988,0.1694291,0.5041335
7.05,-0.5235988,0.1672451,0.5041335
7.06,-0.5235988,0.1641281,0.5041335
7.07,-0.5235988,0.1600529,0.5041335
7.08,-0.5235988,0.1551638,0.5041335
7.09,-0.5235988,0.1494622,0.5041335
7.1,-0.5235988,0.1428327,0.5041335
7.11,-0.5235988,0.1354601,0.5041335
7.12,-0.5235988,0.1274982,0.5041335
7.13,-0.5235988,0.1187812,0.5041335
7.14,-0.5235988,0.1093915,0.5041335
7.15,-0.5235988,0.09947394,0.5041335
7.16,-0.5235988,0.08889548,0.5089958
7.17,-0.5235988,0.0780268,0.5089958
7.18,-0.5235988,0.06668703,0.5041335
7.19,-0.5235988,0.055059,0.4992712
7.2,-0.5235988,0.04306359,0.5089958
7.21,-0.5235988,0.03090839,0.5041335
7.22,-0.5235988,0.0186067,0.5041335
7.23,-0.5235988,0.006331977,0.5041335
7.24,-0.5235988,-0.005972746,0.5041335
7.25,-0.5235988,-0.01828829,0.5041335
7.26,-0.5235988,-0.03062457,0.5041335
7.27,-0.5235988,-0.04242356,0.4992712
7.28,-0.5235988,-0.05420865,0.5041335
7.29,-0.5235988,-0.06549077,0.5041335
7.3,-0.5235988,-0.07651045,0.5089958
7.31,-0.5235988,-0.08699485,0.5089958
7.32,-0.5235988,-0.09698104,0.5041335
7.33,-0.5235988,-0.1063883,0.4992712
7.34,-0.5235988,-0.1151168,0.5041335
7.35,-0.5235988,-0.1232165,0.5041335
7.36,-0.5235988,-0.1305582,0.5041335
7.37,-0.5235988,-0.1372664,0.5041335
7.38,-0.5235988,-0.1432103,0.5041335
7.39,-0.5235988,-0.1482057,0.5041335
7.4,-0.5235988,-0.152345,0.5041335
7.41,-0.5235988,-0.1557633,0.5041335
7.42,-0.5235988,-0.1582325,0.5089958
7.43,-0.5235988,-0.1598183,0.5041335
7.44,-0.5235988,-0.1605477,0.5041335
7.45,-0.5235988,-0.1603261,0.4992712
7.46,-0.5235988,-0.1592237,0.5041335
7.47,-0.5235988,-0.1572366,0.5041335
7.48,-0.5235988,-0.1542806,0.5041335
7.49,-0.5235988,-0.1506712,0.5089958
7.5,-0.5235988,-0.1460181,0.4992712
7.51,-0.5235988,-0.1405811,0.5041335
7.52,-0.5235988,-0.1343713,0.5041335
7.53,-0.5235988,-0.127515,0.4992712
7.54,-0.5235988,-0.1199899,0.5089958
7.55,-0.5235988,-0.1117668,0.5041335
7.56,-0.5235988,-0.1028588,0.5041335
7.57,-0.5235988,-0.09327789,0.5041335
7.58,-0.5235988,-0.08331035,0.5041335
7.59,-0.5235988,-0.07275343,0.4992712
7.6,-0.5235988,-0.06205297,0.5041335
7.61,-0.5235988,-0.05085209,0.5041335
7.62,-0.5235988,-0.03944414,0.4992712
7.63,-0.5235988,-0.02794345,0.5041335
7.64,-0.5235988,-0.01617111,0.4992712
7.65,-0.5235988,-0.004515877,0.5089958
7.66,-0.5235988,0.007252302,0.5041335
7.67,-0.5235988,0.01900961,0.5041335
7.68,-0.5235988,0.03053343,0.5089958
7.69,-0.5235988,0.04192644,0.5089958
7.7,-0.5235988,0.05303581,0.5041335
7.71,-0.5235988,0.06395129,0.5089958
7.72,-0.5235988,0.07428951,0.5041335
7.73,-0.5235988,0.08425372,0.5041335
7.74,-0.5235988,0.09381597,0.5041335
7.75,-0.5235988,0.1027618,0.5089958
7.76,-0.5235988,0.1113581,0.5041335
7.77,-0.5235988,0.1191817,0.5041335
7.78,-0.5235988,0.1263231,0.5041335
7.79,-0.5235988,0.1326622,0.5041335
7.8,-0.5235988,0.1383535,0.5041335
7.81,-0.5235988,0.1432975,0.5041335
7.82,-0.5235988,0.1473384,0.5041335
7.83,-0.5235988,0.1506528,0.5089958
7.84,-0.5235988,0.1529534,0.5041335
7.85,-0.5235988,0.1544381,0.5041335
7.86,-0.5235988,0.155027,0.5041335
7.87,-0.5235988,0.154883,0.5041335
7.88,-0.5235988,0.1538511,0.5041335
7.89,-0.5235988,0.1520232,0.4992712
7.9,-0.5235988,0.149177,0.5041335
7.91,-0.5235988,0.1457113,0.5041335
7.92,-0.5235988,0.1414363,0.5089958
7.93,-0.5235988,0.1362912,0.5041335
7.94,-0.5235988,0.130547,0.5041335
7.95,-0.5235988,0.1240713,0.5041335
7.96,-0.5235988,0.1168054,0.5089958
7.97,-0.5235988,0.1090218,0.5041335
7.98,-0.5235988,0.1006684,0.5041335
7.99,-0.5235988,0.09168272,0.5089958
8,-0.5235988,0.08243185,0.5041335
8.01,-0.5235988,0.07248978,0.5089958
8.02,-0.5235988,0.06236349,0.5041335
8.03,-0.5235988,0.05182954,0.5041335
8.04,-0.5235988,0.04107595,0.5041335
8.05,-0.5235988,0.03021989,0.5041335
8.06,-0.5235988,0.01909218,0.5041335
8.07,-0.5235988,0.007847617,0.5041335
8.08,-0.5235988,-0.003341069,0.5041335
8.09,-0.5235988,-0.01446647,0.5041335
8.1,-0.5235988,-0.02549762,0.5041335
8.11,-0.5235988,-0.03639865,0.5041335
8.12,-0.5235988,-0.04695889,0.5041335
8.13,-0.5235988,-0.05728285,0.4992712
8.14,-0.5235988,-0.06729249,0.5041335
8.15,-0.5235988,-0.07690547,0.5041335
8.16,-0.5235988,-0.08607399,0.5041335
8.17,-0.5235988,-0.09461643,0.5089958
8.18,-0.5235988,-0.1027003,0.5041335
8.19,-0.5235988,-0.1101296,0.5041335
8.2,-0.5235988,-0.1169282,0.5041335
8.21,-0.5235988,-0.1230713,0.5089958
8.22,-0.5235988,-0.128456,0.5041335
8.23,-0.5235988,-0.1331327,0.5041335
8.24,-0.5235988,-0.1369679,0.5041335
8.25,-0.5235988,-0.1400998,0.5089958
8.26,-0.5235988,-0.1424302,0.5041335
8.27,-0.5235988,-0.1440128,0.5041335
8.28,-0.5235988,-0.1447916,0.5041335
8.29,-0.5235988,-0.1448274,0.5041335
8.3,-0.5235988,-0.1438619,0.5041335
8.31,-0.5235988,-0.1421539,0.5041335
8.32,-0.5235988,-0.139707,0.5041335
8.33,-0.5235988,-0.1365493,0.5041335
8.34,-0.5235988,-0.1325792,0.5041335
8.35,-0.5235988,-0.1278228,0.5041335
8.36,-0.5235988,-0.1223659,0.5041335
8.37,-0.5235988,-0.1161541,0.5041335
8.38,-0.5235988,-0.109396,0.5041335
8.39,-0.5235988,-0.1020554,0.5041335
8.4,-0.5235988,-0.09419852,0.5041335
8.41,-0.5235988,-0.0857012,0.5041335
8.42,-0.5235988,-0.07677272,0.5089958
8.43,-0.5235988,-0.06740524,0.5089958
8.44,-0.5235988,-0.05774884,0.5089958
8.45,-0.5235988,-0.04780608,0.5041335
8.46,-0.5235988,-0.03757397,0.5041335
8.47,-0.5235988,-0.02708305,0.5041335
8.48,-0.5235988,-0.01663446,0.5041335
8.49,-0.5235988,-0.006059087,0.4992712
8.5,-0.5235988,0.004598557,0.5041335
8.51,-0.5235988,0.01518377,0.5089958
8.52,-0.5235988,0.02554627,0.5041335
8.53,-0.5235988,0.03590539,0.5041335
8.54,-0.5235988,0.04597209,0.5041335
8.55,-0.5235988,0.05581187,0.5041335
8.56,-0.5235988,0.06537309,0.5041335
8.57,-0.5235988,0.07431892,0.5041335
8.58,-0.5235988,0.08291028,0.5089958
8.59,-0.5235988,0.09100922,0.5041335
8.6,-0.5235988,0.09872044,0.5041335
8.61,-0.5235988,0.1059135,0.5041335
8.62,-0.5235988,0.1124409,0.5041335
8.63,-0.5235988,0.1183004,0.5041335
8.64,-0.5235988,0.1234693,0.5041335
8.65,-0.5235988,0.12797,0.5041335
8.66,-0.5235988,0.1317747,0.5041335
8.67,-0.5235988,0.1347862,0.5041335
8.68,-0.5235988,0.1370606,0.5041335
8.69,-0.5235988,0.138654,0.5089958
8.7,-0.5235988,0.139328,0.5041335
8.71,-0.5235988,0.1393459,0.5041335
8.72,-0.5235988,0.138469,0.5041335
8.73,-0.5235988,0.1370673,0.5041335
8.74,-0.5235988,0.1348476,0.5041335
8.75,-0.5235988,0.1318423,0.5041335
8.76,-0.5235988,0.1281204,0.5041335
8.77,-0.5235988,0.1236118,0.5041335
8.78,-0.5235988,0.1185208,0.5041335
8.79,-0.5235988,0.1127608,0.5089958
8.8,-0.5235988,0.106542,0.5041335
8.81,-0.5235988,0.09958449,0.5041335
8.82,-0.5235988,0.09215449,0.5041335
8.83,-0.5235988,0.08428217,0.5041335
8.84,-0.5235988,0.07591269,0.5041335
8.85,-0.5235988,0.06726294,0.5041335
8.86,-0.5235988,0.05825169,0.5041335
8.87,-0.5235988,0.04883508,0.5089958
8.88,-0.5235988,0.03920337,0.5041335
8.89,-0.5235988,0.02932682,0.5041335
8.9,-0.5235988,0.01933068,0.5041335
8.91,-0.5235988,0.009302898,0.5041335
8.92,-0.5235988,-0.0006664364,0.5041335
8.93,-0.5235988,-0.01070339,0.5041335
8.94,-0.5235988,-0.02069038,0.5089958
8.95,-0.5235988,-0.0304846,0.5041335
8.96,-0.5235988,-0.0400806,0.5041335
8.97,-0.5235988,-0.04944605,0.5041335
8.98,-0.5235988,-0.05850418,0.5041335
8.99,-0.5235988,-0.06711729,0.5041335
9,-0.5235988,-0.07539053,0.5041335
9.01,-0.5235988,-0.08328158,0.5041335
9.02,-0.5235988,-0.09056846,0.5041335
9.03,-0.5235988,-0.09739031,0.5089958
9.04,-0.5235988,-0.1035796,0.5089958
9.05,-0.5235988,-0.1092857,0.5041335
9.06,-0.5235988,-0.1142622,0.5041335
9.07,-0.5235988,-0.1185921,0.5041335
9.08,-0.5235988,-0.1221496,0.5041335
9.09,-0.5235988,-0.1250804,0.5041335
9.1,-0.5235988,-0.1272812,0.5041335
9.11,-0.5235988,-0.1286934,0.5041335
9.12,-0.5235988,-0.1294601,0.5041335
9.13,-0.5235988,-0.1294299,0.5041335
9.14,-0.5235988,-0.128792,0.4992712
9.15,-0.5235988,-0.1274215,0.5089958
9.16,-0.5235988,-0.1253767,0.5041335
9.17,-0.5235988,-0.1225439,0.5041335
9.18,-0.5235988,-0.119155,0.5041335
9.19,-0.5235988,-0.1150565,0.5089958
9.2,-0.5235988,-0.1103231,0.5041335
9.21,-0.5235988,-0.1049155,0.5041335
9.22,-0.5235988,-0.09894557,0.5089958
9.23,-0.5235988,-0.09252203,0.5089958
9.24,-0.5235988,-0.08548667,0.5041335
9.25,-0.5235988,-0.07802564,0.5089958
9.26,-0.5235988,-0.0701355,0.5041335
9.27,-0.5235988,-0.06185916,0.5041335
9.28,-0.5235988,-0.05325965,0.5089958
9.29,-0.5235988,-0.04440472,0.5041335
9.3,-0.5235988,-0.03539351,0.5041335
9.31,-0.5235988,-0.02623409,0.5041335
9.32,-0.5235988,-0.01683586,0.5089958
9.33,-0.5235988,-0.007300877,0.5041335
9.34,-0.5235988,0.002236398,0.5041335
9.35,-0.5235988,0.01174313,0.5089958
9.36,-0.5235988,0.02102562,0.5089958
9.37,-0.5235988,0.03018519,0.5041335
9.38,-0.5235988,0.03935271,0.5041335
9.39,-0.5235988,0.04817561,0.5041335
9.4,-0.5235988,0.0566922,0.5041335
9.41,-0.5235988,0.06489801,0.5041335
9.42,-0.5235988,0.07259461,0.5041335
9.43,-0.5235988,0.079979,0.5089958
9.44,-0.5235988,0.08690397,0.5041335
9.45,-0.5235988,0.0934158,0.5041335
9.46,-0.5235988,0.09942777,0.5041335
9.47,-0.5235988,0.104802,0.4992712
9.48,-0.5235988,0.1095811,0.5041335
9.49,-0.5235988,0.1137914,0.4992712
9.5,-0.5235988,0.1173229,0.5041335
9.51,-0.5235988,0.1200579,0.5089958
9.52,-0.5235988,0.1222032,0.5089958
9.53,-0.5235988,0.1237122,0.5041335
9.54,-0.5235988,0.1245699,0.5041335
9.55,-0.5235988,0.1246968,0.5041335
9.56,-0.5235988,0.1241451,0.5089958
9.57,-0.5235988,0.1227939,0.5041335
9.58,-0.5235988,0.1207884,0.5041335
9.59,-0.5235988,0.1182643,0.5041335
9.6,-0.5235988,0.1151412,0.5041335
9.61,-0.5235988,0.1112408,0.5041335
9.62,-0.5235988,0.1068283,0.5041335
9.63,-0.5235988,0.1017416,0.4992712
9.64,-0.5235988,0.09617213,0.5041335
9.65,-0.5235988,0.09006246,0.5041335
9.66,-0.5235988,0.08357543,0.5041335
9.67,-0.5235988,0.07655734,0.5041335
9.68,-0.5235988,0.06910237,0.5041335
9.69,-0.5235988,0.06142294,0.5041335
9.7,-0.5235988,0.05332951,0.5041335
9.71,-0.5235988,0.04513083,0.5041335
9.72,-0.5235988,0.03657271,0.5041335
9.73,-0.5235988,0.02777309,0.5041335
9.74,-0.5235988,0.01886782,0.5089958
9.75,-0.5235988,0.009918584,0.5041335
9.76,-0.5235988,0.0009369802,0.5041335
9.77,-0.5235988,-0.007936596,0.5041335
9.78,-0.5235988,-0.01676578,0.5089958
9.79,-0.5235988,-0.02555248,0.5041335
9.8,-0.5235988,-0.03406986,0.5041335
9.81,-0.5235988,-0.04245362,0.5041335
9.82,-0.5235988,-0.05050683,0.5041335
9.83,-0.5235988,-0.05828311,0.5041335
9.84,-0.5235988,-0.06559536,0.5041335
9.85,-0.5235988,-0.07259304,0.5089958
9.86,-0.5235988,-0.07913243,0.5041335
9.87,-0.5235988,-0.08525577,0.5041335
9.88,-0.5235988,-0.09084097,0.5089958
9.89,-0.5235988,-0.09587076,0.5041335
9.9,-0.5235988,-0.1002801,0.5041335
9.91,-0.5235988,-0.1041757,0.5041335
9.92,-0.5235988,-0.1075566,0.5041335
9.93,-0.5235988,-0.1102793,0.5041335
9.94,-0.5235988,-0.1123367,0.5041335
9.95,-0.5235988,-0.1138026,0.5041335
9.96,-0.5235988,-0.1146286,0.5089958
9.97,-0.5235988,-0.114723,0.5041335
9.98,-0.5235988,-0.1141695,0.5041335
9.99,-0.5235988,-0.1130268,0.5041335
10,-0.5235988,-0.1112939,0.5041335
10.01,-0.5235988,-0.1088147,0.5041335
10.02,-0.5235988,-0.1058224,0.5089958
10.03,-0.5235988,-0.1022636,0.5041335
10.04,-0.5235988,-0.09818944,0.5041335
10.05,-0.5235988,-0.09363885,0.4992712
10.06,-0.5235988,-0.08837562,0.5041335
10.07,-0.5235988,-0.08270154,0.5089958
10.08,-0.5235988,-0.07664322,0.5041335
10.09,-0.5235988,-0.07011138,0.5041335
10.1,-0.5235988,-0.06314532,0.4992712
10.11,-0.5235988,-0.05592305,0.5041335
10.12,-0.5235988,-0.04829119,0.5041335
10.13,-0.5235988,-0.04049054,0.5041335
10.14,-0.5235988,-0.03248061,0.5041335
10.15,-0.5235988,-0.02442062,0.5041335
10.16,-0.5235988,-0.01611683,0.5041335
10.17,-0.5235988,-0.007842543,0.5041335
10.18,-0.5235988,0.0005482571,0.5041335
10.19,-0.5235988,0.008821745,0.5041335
10.2,-0.5235988,0.01708139,0.5089958
10.21,-0.5235988,0.02529105,0.5041335
10.22,-0.5235988,0.03327724,0.5041335
10.23,-0.5235988,0.04100074,0.5041335
10.24,-0.5235988,0.04846475,0.5041335
10.25,-0.5235988,0.05578767,0.5041335
10.26,-0.5235988,0.06277476,0.5041335
10.27,-0.5235988,0.06933232,0.5041335
10.28,-0.5235988,0.07548703,0.5041335
10.29,-0.5235988,0.08127576,0.5089958
10.3,-0.5235988,0.08660199,0.5041335
10.31,-0.5235988,0.09140054,0.5089958
10.32,-0.5235988,0.09569035,0.5041335
10.33,-0.5235988,0.0995021,0.5041335
10.34,-0.5235988,0.1026402,0.5089958
10.35,-0.5235988,0.1052141,0.5089958
10.36,-0.5235988,0.1072323,0.5041335
10.37,-0.5235988,0.1086162,0.5041335
10.38,-0.5235988,0.1093439,0.5089958
10.39,-0.5235988,0.1096045,0.5041335
10.4,-0.5235988,0.1092353,0.5041335
10.41,-0.5235988,0.1081076,0.5041335
10.42,-0.5235988,0.106465,0.5041335
10.43,-0.5235988,0.1043031,0.5041335
10.44,-0.5235988,0.1015766,0.5041335
10.45,-0.5235988,0.0982765,0.5089958
10.46,-0.5235988,0.09447938,0.5041335
10.47,-0.5235988,0.09016551,0.5041335
10.48,-0.5235988,0.08537068,0.5041335
10.49,-0.5235988,0.08013099,0.5041335
10.5,-0.5235988,0.07436736,0.5041335
10.51,-0.5235988,0.06827217,0.5089958
10.52,-0.5235988,0.06180552,0.5041335
10.53,-0.5235988,0.05501394,0.5041335
10.54,-0.5235988,0.04807488,0.5041335
10.55,-0.5235988,0.04078336,0.5041335
10.56,-0.5235988,0.03333142,0.5041335
10.57,-0.5235988,0.02570009,0.5041335
10.58,-0.5235988,0.01795244,0.5041335
10.59,-0.5235988,0.01011735,0.5089958
10.6,-0.5235988,0.002194727,0.5041335
10.61,-0.5235988,-0.005582816,0.5041335
10.62,-0.5235988,-0.01335922,0.5041335
10.63,-0.5235988,-0.02098957,0.5041335
10.64,-0.5235988,-0.02860652,0.5089958
10.65,-0.5235988,-0.0358628,0.5041335
10.66,-0.5235988,-0.04301843,0.5041335
10.67,-0.5235988,-0.04984039,0.5041335
10.68,-0.5235988,-0.05634213,0.5041335
10.69,-0.5235988,-0.06244206,0.4992712
10.7,-0.5235988,-0.0681465,0.4992712
10.71,-0.5235988,-0.07353302,0.5041335
10.72,-0.5235988,-0.07849175,0.5041335
10.73,-0.5235988,-0.08300596,0.4992712
10.74,-0.5235988,-0.08697409,0.5041335
10.75,-0.5235988,-0.09048765,0.5041335
10.76,-0.5235988,-0.09342974,0.5089958
10.77,-0.5235988,-0.09575547,0.5041335
10.78,-0.5235988,-0.09766498,0.5041335
10.79,-0.5235988,-0.09897349,0.5041335
10.8,-0.5235988,-0.09967223,0.5089958
10.81,-0.5235988,-0.09986506,0.5089958
10.82,-0.5235988,-0.09955699,0.5041335
10.83,-0.5235988,-0.0985139,0.5041335
10.84,-0.5235988,-0.09700532,0.5089958
10.85,-0.5235988,-0.09511564,0.5041335
10.86,-0.5235988,-0.09259299,0.5041335
10.87,-0.5235988,-0.08952935,0.5089958
10.88,-0.5235988,-0.08599295,0.5041335
10.89,-0.5235988,-0.08196817,0.5041335
10.9,-0.5235988,-0.07740736,0.5041335
10.91,-0.5235988,-0.07257774,0.5041335
10.92,-0.5235988,-0.06727527,0.5041335
10.93,-0.5235988,-0.06161306,0.5041335
10.94,-0.5235988,-0.05567607,0.5089958
10.95,-0.5235988,-0.04940389,0.5041335
10.96,-0.5235988,-0.04285635,0.5041335
10.97,-0.5235988,-0.0360489,0.5041335
10.98,-0.5235988,-0.02905528,0.5041335
10.99,-0.5235988,-0.02191924,0.5089958
11,-0.5235988,-0.01472095,0.5041335
11.01,-0.5235988,-0.007446591,0.5041335
11.02,-0.5235988,-0.0002673108,0.5041335
11.03,-0.5235988,0.006918523,0.5041335
11.04,-0.5235988,0.01418626,0.5041335
11.05,-0.5235988,0.02123917,0.5041335
11.06,-0.5235988,0.0282397,0.5041335
11.07,-0.5235988,0.03500505,0.5041335
11.08,-0.5235988,0.04157536,0.5041335
11.09,-0.5235988,0.04781947,0.5041335
11.1,-0.5235988,0.05382014,0.5041335
11.11,-0.5235988,0.05958444,0.5089958
11.12,-0.5235988,0.06493403,0.5089958
11.13,-0.5235988,0.07000316,0.5089958
11.14,-0.5235988,0.07458825,0.4992712
11.15,-0.5235988,0.07879991,0.5089958
11.16,-0.5235988,0.0824964,0.5089958
11.17,-0.5235988,0.08574034,0.5089958
11.18,-0.5235988,0.08860482,0.5041335
11.19,-0.5235988,0.09087635,0.5041335
11.2,-0.5235988,0.09267512,0.5041335
11.21,-0.5235988,0.09391661,0.5089958
11.22,-0.5235988,0.09466545,0.5041335
11.23,-0.5235988,0.0948607,0.5041335
11.24,-0.5235988,0.09461274,0.5041335
11.25,-0.5235988,0.09377927,0.5089958
11.26,-0.5235988,0.09236143,0.5089958
11.27,-0.5235988,0.09046714,0.5041335
11.28,-0.5235988,0.08803464,0.5089958
11.29,-0.5235988,0.08509611,0.5041335
11.3,-0.5235988,0.08178493,0.5089958
11.31,-0.5235988,0.07808819,0.5089958
11.32,-0.5235988,0.07395227,0.5041335
11.33,-0.5235988,0.06944165,0.5089958
11.34,-0.5235988,0.06461474,0.5041335
11.35,-0.5235988,0.05935542,0.5041335
11.36,-0.5235988,0.0538888,0.5089958
11.37,-0.5235988,0.04809468,0.5041335
11.38,-0.5235988,0.04201597,0.5041335
11.39,-0.5235988,0.03567019,0.5041335
11.4,-0.5235988,0.02918227,0.5089958
11.41,-0.5235988,0.02265892,0.5041335
11.42,-0.5235988,0.01591849,0.5041335
11.43,-0.5235988,0.009134827,0.5089958
11.44,-0.5235988,0.002410837,0.5041335
11.45,-0.5235988,-0.004339481,0.5041335
11.46,-0.5235988,-0.01102737,0.5041335
11.47,-0.5235988,-0.01767318,0.5041335
11.48,-0.5235988,-0.02418467,0.5089958
11.49,-0.5235988,-0.03055134,0.5041335
11.5,-0.5235988,-0.03668489,0.5041335
11.51,-0.5235988,-0.04256445,0.5041335
11.52,-0.5235988,-0.048106,0.5041335
11.53,-0.5235988,-0.05337709,0.5041335
11.54,-0.5235988,-0.05843622,0.4992712
11.55,-0.5235988,-0.06316872,0.5089958
11.56,-0.5235988,-0.06742305,0.5041335
11.57,-0.5235988,-0.07135303,0.5041335
11.58,-0.5235988,-0.0748838,0.5041335
11.59,-0.5235988,-0.07789919,0.5041335
11.6,-0.5235988,-0.08055508,0.5041335
11.61,-0.5235988,-0.08260559,0.5089958
11.62,-0.5235988,-0.08415108,0.5041335
11.63,-0.5235988,-0.08521931,0.5089958
11.64,-0.5235988,-0.08586069,0.5089958
11.65,-0.5235988,-0.08595783,0.5041335
11.66,-0.5235988,-0.08568089,0.5089958
11.67,-0.5235988,-0.08488624,0.5041335
11.68,-0.5235988,-0.08368245,0.5041335
11.69,-0.5235988,-0.08208662,0.5041335
11.7,-0.5235988,-0.07983109,0.5041335
11.71,-0.5235988,-0.07720334,0.5041335
11.72,-0.5235988,-0.07422798,0.5041335
11.73,-0.5235988,-0.07087953,0.5089958
11.74,-0.5235988,-0.06709649,0.5041335
11.75,-0.5235988,-0.06292418,0.5041335
11.76,-0.5235988,-0.05842476,0.5041335
11.77,-0.5235988,-0.0535928,0.5041335
11.78,-0.5235988,-0.04844517,0.5041335
11.79,-0.5235988,-0.04299168,0.5041335
11.8,-0.5235988,-0.03739876,0.5089958
11.81,-0.5235988,-0.03157271,0.5041335
11.82,-0.5235988,-0.0257967,0.5041335
11.83,-0.5235988,-0.01976769,0.5041335
11.84,-0.5235988,-0.01352006,0.5041335
11.85,-0.5235988,-0.007278661,0.5041335
11.86,-0.5235988,-0.001050706,0.5041335
11.87,-0.5235988,0.005231385,0.5041335
11.88,-0.5235988,0.01144404,0.5089958
11.89,-0.5235988,0.01754683,0.5041335
11.9,-0.5235988,0.02356953,0.5041335
11.91,-0.5235988,0.02934028,0.5041335
11.92,-0.5235988,0.03507872,0.5041335
11.93,-0.5235988,0.04052939,0.5041335
11.94,-0.5235988,0.04574498,0.5089958
11.95,-0.5235988,0.05072895,0.5041335
11.96,-0.5235988,0.05530509,0.5041335
11.97,-0.5235988,0.05957626,0.5041335
11.98,-0.5235988,0.06353167,0.5041335
11.99,-0.5235988,0.06717934,0.5041335
12,-0.5235988,0.07038204,0.5041335
12.01,-0.5235988,0.07312904,0.5041335
12.02,-0.5235988,0.07552733,0.5041335
12.03,-0.5235988,0.07740676,0.5041335
12.04,-0.5235988,0.07889393,0.5041335
12.05,-0.5235988,0.08003922,0.5089958
12.06,-0.5235988,0.08063551,0.5041335
