t,u,theta,phi
1.06,-0.5235988,-0.004291583,0.1200066
1.07,-0.5235988,0.03290319,0.139456
1.08,-0.5235988,0.0487862,0.1734927
1.09,-0.5235988,0.04936206,0.2026668
1.1,-0.5235988,0.06580612,0.2367034
1.11,-0.5235988,0.1127004,0.285327
1.12,-0.5235988,0.157851,0.3096387
1.13,-0.5235988,0.1885079,0.3388131
1.14,-0.5235988,0.2011579,0.3679872
1.15,-0.5235988,0.2088372,0.4068861
1.16,-0.5235988,0.2332083,0.4360604
1.17,-0.5235988,0.2612664,0.4603722
1.18,-0.5235988,0.2843476,0.4749591
1.19,-0.5235988,0.298046,0.4798217
1.2,-0.5235988,0.3058625,0.4944088
1.21,-0.5235988,0.3025748,0.4992712
1.22,-0.5235988,0.2948077,0.5041335
1.23,-0.5235988,0.2816924,0.5041335
1.24,-0.5235988,0.2657246,0.5089958
1.25,-0.5235988,0.2409661,0.5041335
1.26,-0.5235988,0.2117616,0.5041335
1.27,-0.5235988,0.1896382,0.5041335
1.28,-0.5235988,0.1705609,0.5041335
1.29,-0.5235988,0.1461031,0.5041335
1.3,-0.5235988,0.1183595,0.4992712
1.31,-0.5235988,0.09305056,0.5041335
1.32,-0.5235988,0.06926374,0.5041335
1.33,-0.5235988,0.04253936,0.5041335
1.34,-0.5235988,0.01834973,0.5089958
1.35,-0.5235988,-0.005969706,0.5089958
1.36,-0.5235988,-0.03175016,0.5041335
1.37,-0.5235988,-0.05533878,0.5041335
1.38,-0.5235988,-0.07478181,0.5041335
1.39,-0.5235988,-0.0989233,0.5041335
1.4,-0.5235988,-0.119444,0.5041335
1.41,-0.5235988,-0.1389673,0.5041335
1.42,-0.5235988,-0.155688,0.4992712
1.43,-0.5235988,-0.1740261,0.5041335
1.44,-0.5235988,-0.1892142,0.5041335
1.45,-0.5235988,-0.2033731,0.5041335
1.46,-0.5235988,-0.2164902,0.5041335
1.47,-0.5235988,-0.2281095,0.5041335
1.48,-0.5235988,-0.2338196,0.5089958
1.49,-0.5235988,-0.251788,0.5041335
1.5,-0.5235988,-0.2658553,0.5089958
1.51,-0.5235988,-0.2672476,0.5041335
1.52,-0.5235988,-0.2665783,0.5041335
1.53,-0.5235988,-0.2702258,0.5041335
1.54,-0.5235988,-0.2722734,0.5041335
1.55,-0.5235988,-0.2706099,0.5041335
1.56,-0.5235988,-0.2739621,0.5041335
1.57,-0.5235988,-0.2707607,0.5041335
1.58,-0.5235988,-0.2580017,0.5041335
1.59,-0.5235988,-0.2508633,0.5089958
1.6,-0.5235988,-0.2480713,0.5089958
1.61,-0.5235988,-0.2400323,0.5089958
1.62,-0.5235988,-0.2269433,0.5041335
1.63,-0.5235988,-0.2131291,0.5089958
1.64,-0.5235988,-0.1951927,0.5089958
1.65,-0.5235988,-0.1790551,0.5089958
1.66,-0.5235988,-0.1635663,0.5089958
1.67,-0.5235988,-0.1471064,0.5089958
1.68,-0.5235988,-0.1319244,0.5041335
1.69,-0.5235988,-0.1109753,0.5089958
1.7,-0.5235988,-0.08964053,0.5089958
1.71,-0.5235988,-0.06825338,0.5041335
1.72,-0.5235988,-0.04945794,0.5041335
1.73,-0.5235988,-0.0300676,0.5041335
1.74,-0.5235988,-0.005224137,0.5041335
1.75,-0.5235988,0.01658683,0.5041335
1.76,-0.5235988,0.03508358,0.5041335
1.77,-0.5235988,0.06022593,0.5089958
1.78,-0.5235988,0.08047385,0.5041335
1.79,-0.5235988,0.09863808,0.5041335
1.8,-0.5235988,0.1176417,0.5041335
1.81,-0.5235988,0.1389469,0.5041335
1.82,-0.5235988,0.1579877,0.5041335
1.83,-0.5235988,0.1738023,0.5041335
1.84,-0.5235988,0.1893956,0.5041335
1.85,-0.5235988,0.2059885,0.5041335
1.86,-0.5235988,0.2219247,0.5041335
1.87,-0.5235988,0.2337067,0.5041335
1.88,-0.5235988,0.2455179,0.5041335
1.89,-0.5235988,0.2575183,0.5041335
1.9,-0.5235988,0.2660218,0.5041335
1.91,-0.5235988,0.2723295,0.5041335
1.92,-0.5235988,0.2792628,0.5041335
1.93,-0.5235988,0.2861987,0.5041335
1.94,-0.5235988,0.2890213,0.5041335
1.95,-0.5235988,0.2894889,0.5041335
1.96,-0.5235988,0.2907496,0.5041335
1.97,-0.5235988,0.2891139,0.5041335
1.98,-0.5235988,0.28578,0.5041335
1.99,-0.5235988,0.2817833,0.5041335
2,-0.5235988,0.2764101,0.5041335
2.01,-0.5235988,0.2688537,0.5041335
2.02,-0.5235988,0.26014,0.5041335
2.03,-0.5235988,0.2501726,0.4992712
2.04,-0.5235988,0.2388128,0.5041335
2.05,-0.5235988,0.2263981,0.5041335
2.06,-0.5235988,0.2126121,0.5041335
2.07,-0.5235988,0.1974406,0.5041335
2.08,-0.5235988,0.1820676,0.5041335
2.09,-0.5235988,0.1650966,0.4992712
2.1,-0.5235988,0.146873,0.5041335
2.11,-0.5235988,0.1286345,0.4992712
2.12,-0.5235988,0.1097821,0.4992712
2.13,-0.5235988,0.09030242,0.5041335
2.14,-0.5235988,0.07009331,0.5089958
2.15,-0.5235988,0.05009913,0.5041335
2.16,-0.5235988,0.02880098,0.5041335
2.17,-0.5235988,0.007999244,0.5041335
2.18,-0.5235988,-0.01260358,0.5041335
2.19,-0.5235988,-0.03291176,0.5041335
2.2,-0.5235988,-0.05247285,0.5041335
2.21,-0.5235988,-0.07268853,0.5041335
2.22,-0.5235988,-0.09259255,0.5041335
2.23,-0.5235988,-0.1110492,0.5041335
2.24,-0.5235988,-0.1293666,0.5041335
2.25,-0.5235988,-0.1469022,0.5041335
2.26,-0.5235988,-0.1635002,0.5041335
2.27,-0.5235988,-0.17927,0.5041335
2.28,-0.5235988,-0.1932305,0.5041335
2.29,-0.5235988,-0.2064372,0.5041335
2.3,-0.5235988,-0.2183352,0.5041335
2.31,-0.5235988,-0.2290276,0.5041335
2.32,-0.5235988,-0.2389507,0.5041335
2.33,-0.5235988,-0.2473123,0.5089958
2.34,-0.5235988,-0.2540793,0.5041335
2.35,-0.5235988,-0.2591753,0.5089958
2.36,-0.5235988,-0.2627098,0.5089958
2.37,-0.5235988,-0.2651643,0.5041335
2.38,-0.5235988,-0.2672796,0.5041335
2.39,-0.5235988,-0.2671497,0.5041335
2.4,-0.5235988,-0.2652712,0.5089958
2.41,-0.5235988,-0.2622594,0.5089958
2.42,-0.5235988,-0.2571565,0.5041335
2.43,-0.5235988,-0.2505961,0.5041335
2.44,-0.5235988,-0.2434237,0.5041335
2.45,-0.5235988,-0.2346618,0.5041335
2.46,-0.5235988,-0.2241147,0.5041335
2.47,-0.5235988,-0.2126471,0.5041335
2.48,-0.5235988,-0.1998494,0.5041335
2.49,-0.5235988,-0.1856939,0.5041335
2.5,-0.5235988,-0.1710113,0.5041335
2.51,-0.5235988,-0.1553914,0.5041335
2.52,-0.5235988,-0.1388471,0.5089958
2.53,-0.5235988,-0.1211005,0.5089958
2.54,-0.5235988,-0.1029997,0.5041335
2.55,-0.5235988,-0.08431671,0.5041335
2.56,-0.5235988,-0.06507914,0.5089958
2.57,-0.5235988,-0.0456044,0.5041335
2.58,-0.5235988,-0.02660577,0.5089958
2.59,-0.5235988,-0.00635663,0.5089958
2.6,-0.5235988,0.01333552,0.5041335
2.61,-0.5235988,0.03288843,0.5041335
2.62,-0.5235988,0.05233849,0.4992712
2.63,-0.5235988,0.07158516,0.5041335
2.64,-0.5235988,0.09047472,0.5041335
2.65,-0.5235988,0.1084187,0.5089958
2.66,-0.5235988,0.1258096,0.5041335
2.67,-0.5235988,0.1425676,0.5041335
2.68,-0.5235988,0.1584144,0.5041335
2.69,-0.5235988,0.1734914,0.5041335
2.7,-0.5235988,0.1875081,0.5041335
2.71,-0.5235988,0.2005741,0.5041335
2.72,-0.5235988,0.2124711,0.5041335
2.73,-0.5235988,0.2232313,0.5041335
2.74,-0.5235988,0.2328174,0.5041335
2.75,-0.5235988,0.241013,0.5041335
2.76,-0.5235988,0.2480033,0.5041335
2.77,-0.5235988,0.2537375,0.5041335
2.78,-0.5235988,0.2577389,0.5041335
2.79,-0.5235988,0.2603502,0.5041335
2.8,-0.5235988,0.2615454,0.5041335
2.81,-0.5235988,0.261425,0.5041335
2.82,-0.5235988,0.2598576,0.5041335
2.83,-0.5235988,0.256629,0.5089958
2.84,-0.5235988,0.2523352,0.5041335
2.85,-0.5235988,0.2466726,0.5041335
2.86,-0.5235988,0.239445,0.5041335
2.87,-0.5235988,0.2310364,0.5041335
2.88,-0.5235988,0.2214387,0.5041335
2.89,-0.5235988,0.2104651,0.5041335
2.9,-0.5235988,0.1983124,0.5041335
2.91,-0.5235988,0.1850896,0.5041335
2.92,-0.5235988,0.1710344,0.5041335
2.93,-0.5235988,0.1560045,0.5089958
2.94,-0.5235988,0.1400356,0.5041335
2.95,-0.5235988,0.1234353,0.5041335
2.96,-0.5235988,0.1059534,0.5041335
2.97,-0.5235988,0.08812694,0.5041335
2.98,-0.5235988,0.06996803,0.5041335
2.99,-0.5235988,0.05112955,0.5041335
3,-0.5235988,0.03233543,0.5041335
3.01,-0.5235988,0.01325886,0.5089958
3.02,-0.5235988,-0.0060349,0.5041335
3.03,-0.5235988,-0.02490372,0.5041335
3.04,-0.5235988,-0.04363585,0.4992712
3.05,-0.5235988,-0.06241849,0.5041335
3.06,-0.5235988,-0.08047021,0.5041335
3.07,-0.5235988,-0.09794492,0.5041335
3.08,-0.5235988,-0.1151144,0.5041335
3.09,-0.5235988,-0.1314982,0.5041335
3.1,-0.5235988,-0.1471535,0.5041335
3.11,-0.5235988,-0.1619921,0.5041335
3.12,-0.5235988,-0.1757474,0.5089958
3.13,-0.5235988,-0.188471,0.5041335
3.14,-0.5235988,-0.1998709,0.4992712
3.15,-0.5235988,-0.2107003,0.5041335
3.16,-0.5235988,-0.2199018,0.5041335
3.17,-0.5235988,-0.2278932,0.5089958
3.18,-0.5235988,-0.2350449,0.5041335
3.19,-0.5235988,-0.2405752,0.5041335
3.2,-0.5235988,-0.2445487,0.5041335
3.21,-0.5235988,-0.2474727,0.5089958
3.22,-0.5235988,-0.2486083,0.5089958
3.23,-0.5235988,-0.2486189,0.5041335
3.24,-0.5235988,-0.2473947,0.5041335
3.25,-0.5235988,-0.2447211,0.5089958
3.26,-0.5235988,-0.2404121,0.5041335
3.27,-0.5235988,-0.2349257,0.5089958
3.28,-0.5235988,-0.2282463,0.5041335
3.29,-0.5235988,-0.2202913,0.5041335
3.3,-0.5235988,-0.2112168,0.5041335
3.31,-0.5235988,-0.2008462,0.5041335
3.32,-0.5235988,-0.1894969,0.5041335
3.33,-0.5235988,-0.1768458,0.5041335
3.34,-0.5235988,-0.1633575,0.5041335
3.35,-0.5235988,-0.1490737,0.5041335
3.36,-0.5235988,-0.13408,0.5041335
3.37,-0.5235988,-0.1182433,0.5089958
3.38,-0.5235988,-0.1017314,0.5041335
3.39,-0.5235988,-0.08464323,0.5041335
3.4,-0.5235988,-0.06715398,0.5089958
3.41,-0.5235988,-0.04935727,0.5089958
3.42,-0.5235988,-0.0312388,0.5089958
3.43,-0.5235988,-0.0132365,0.5041335
3.44,-0.5235988,0.005144213,0.5041335
3.45,-0.5235988,0.02346558,0.5041335
3.46,-0.5235988,0.04158971,0.5041335
3.47,-0.5235988,0.05932204,0.5041335
3.48,-0.5235988,0.07662003,0.5041335
3.49,-0.5235988,0.09361869,0.5089958
3.5,-0.5235988,0.1099573,0.5041335
3.51,-0.5235988,0.1259409,0.5041335
3.52,-0.5235988,0.1409722,0.5041335
3.53,-0.5235988,0.1551647,0.5041335
3.54,-0.5235988,0.1684158,0.5041335
3.55,-0.5235988,0.1809873,0.5041335
3.56,-0.5235988,0.192491,0.5041335
3.57,-0.5235988,0.202759,0.5089958
3.58,-0.5235988,0.211953,0.5041335
3.59,-0.5235988,0.220192,0.5041335
3.6,-0.5235988,0.2269996,0.5089958
3.61,-0.5235988,0.2324768,0.5041335
3.62,-0.5235988,0.236518,0.5041335
3.63,-0.5235988,0.2394521,0.5041335
3.64,-0.5235988,0.2411256,0.5041335
3.65,-0.5235988,0.2415212,0.5041335
3.66,-0.5235988,0.2405283,0.5041335
3.67,-0.5235988,0.2382524,0.5041335
3.68,-0.5235988,0.2346953,0.5041335
3.69,-0.5235988,0.229868,0.5041335
3.7,-0.5235988,0.2238234,0.5041335
3.71,-0.5235988,0.2165976,0.5041335
3.72,-0.5235988,0.2079772,0.5041335
3.73,-0.5235988,0.1982816,0.5041335
3.74,-0.5235988,0.1875827,0.5041335
3.75,-0.5235988,0.1757383,0.5041335
3.76,-0.5235988,0.163059,0.5041335
3.77,-0.5235988,0.1494649,0.5041335
3.78,-0.5235988,0.1351239,0.5041335
3.79,-0.5235988,0.1199767,0.5041335
3.8,-0.5235988,0.1042672,0.5041335
3.81,-0.5235988,0.08807867,0.5041335
3.82,-0.5235988,0.07133342,0.5041335
3.83,-0.5235988,0.05428793,0.4992712
3.84,-0.5235988,0.03676409,0.5041335
3.85,-0.5235988,0.01926066,0.5041335
3.86,-0.5235988,0.001523855,0.5041335
3.87,-0.5235988,-0.01598985,0.5041335
3.88,-0.5235988,-0.03338775,0.5041335
3.89,-0.5235988,-0.05041757,0.4992712
3.9,-0.5235988,-0.06734442,0.5041335
3.91,-0.5235988,-0.08355353,0.5089958
3.92,-0.5235988,-0.09951306,0.4992712
3.93,-0.5235988,-0.1149726,0.5041335
3.94,-0.5235988,-0.1295529,0.5041335
3.95,-0.5235988,-0.1435352,0.5089958
3.96,-0.5235988,-0.156423,0.4992712
3.97,-0.5235988,-0.1685431,0.5041335
3.98,-0.5235988,-0.1797016,0.5041335
3.99,-0.5235988,-0.1899739,0.5041335
4,-0.5235988,-0.1989958,0.5041335
4.01,-0.5235988,-0.2069276,0.5041335
4.02,-0.5235988,-0.2138017,0.5041335
4.03,-0.5235988,-0.2193547,0.5089958
4.04,-0.5235988,-0.2237463,0.5041335
4.05,-0.5235988,-0.2269314,0.5041335
4.06,-0.5235988,-0.2287911,0.5041335
4.07,-0.5235988,-0.2294267,0.5041335
4.08,-0.5235988,-0.2288251,0.5041335
4.09,-0.5235988,-0.226742,0.5041335
4.1,-0.5235988,-0.2236932,0.5041335
4.11,-0.5235988,-0.21925,0.5041335
4.12,-0.5235988,-0.2135033,0.5041335
4.13,-0.5235988,-0.2065919,0.5041335
4.14,-0.5235988,-0.1985787,0.5041335
4.15,-0.5235988,-0.1895004,0.5089958
4.16,-0.5235988,-0.1793552,0.5041335
4.17,-0.5235988,-0.168105,0.5041335
4.18,-0.5235988,-0.1560235,0.5089958
4.19,-0.5235988,-0.1432898,0.5041335
4.2,-0.5235988,-0.1295917,0.5041335
4.21,-0.5235988,-0.1151388,0.5041335
4.22,-0.5235988,-0.1002141,0.5089958
4.23,-0.5235988,-0.08440597,0.5041335
4.24,-0.5235988,-0.06845345,0.5089958
4.25,-0.5235988,-0.05193102,0.5041335
4.26,-0.5235988,-0.03528143,0.5089958
4.27,-0.5235988,-0.01886943,0.5041335
4.28,-0.5235988,-0.001732248,0.5041335
4.29,-0.5235988,0.01502123,0.5041335
4.3,-0.5235988,0.03187088,0.5041335
4.31,-0.5235988,0.04829833,0.5041335
4.32,-0.5235988,0.06452549,0.5089958
4.33,-0.5235988,0.08041941,0.5041335
4.34,-0.5235988,0.09578501,0.5041335
4.35,-0.5235988,0.1105547,0.5041335
4.36,-0.5235988,0.1246678,0.5041335
4.37,-0.5235988,0.1382826,0.5041335
4.38,-0.5235988,0.1509889,0.5041335
4.39,-0.5235988,0.1627957,0.5041335
4.4,-0.5235988,0.1737912,0.5041335
4.41,-0.5235988,0.1837804,0.5041335
4.42,-0.5235988,0.1926327,0.5041335
4.43,-0.5235988,0.2004943,0.5041335
4.44,-0.5235988,0.2072854,0.5041335
4.45,-0.5235988,0.213002,0.5089958
4.46,-0.5235988,0.217219,0.5041335
4.47,-0.5235988,0.2205171,0.5041335
4.48,-0.5235988,0.2224242,0.5041335
4.49,-0.5235988,0.2232156,0.5041335
4.5,-0.5235988,0.2227248,0.5041335
4.51,-0.5235988,0.2211909,0.4992712
4.52,-0.5235988,0.2183265,0.5041335
4.53,-0.5235988,0.2142186,0.5041335
4.54,-0.5235988,0.2090354,0.5089958
4.55,-0.5235988,0.2026368,0.5041335
4.56,-0.5235988,0.195219,0.5041335
4.57,-0.5235988,0.1866345,0.5041335
4.58,-0.5235988,0.1771318,0.5041335
4.59,-0.5235988,0.1666598,0.5089958
4.6,-0.5235988,0.155234,0.5089958
4.61,-0.5235988,0.1429886,0.5041335
4.62,-0.5235988,0.129962,0.5041335
4.63,-0.5235988,0.1161485,0.5041335
4.64,-0.5235988,0.101795,0.5041335
4.65,-0.5235988,0.086863,0.5041335
4.66,-0.5235988,0.0716614,0.5041335
4.67,-0.5235988,0.05602617,0.5041335
4.68,-0.5235988,0.04007353,0.5089958
4.69,-0.5235988,0.02411992,0.5041335
4.7,-0.5235988,0.007944857,0.5041335
4.71,-0.5235988,-0.008237981,0.5041335
4.72,-0.5235988,-0.02447348,0.5041335
4.73,-0.5235988,-0.04019074,0.5041335
4.74,-0.5235988,-0.05588801,0.5089958
4.75,-0.5235988,-0.07099628,0.5041335
4.76,-0.5235988,-0.08601463,0.5089958
4.77,-0.5235988,-0.1003679,0.5089958
4.78,-0.5235988,-0.1141754,0.5041335
4.79,-0.5235988,-0.1272267,0.5089958
4.8,-0.5235988,-0.1395734,0.5041335
4.81,-0.5235988,-0.150961,0.5041335
4.82,-0.5235988,-0.161669,0.5041335
4.83,-0.5235988,-0.1713828,0.5041335
4.84,-0.5235988,-0.1802603,0.5089958
4.85,-0.5235988,-0.1880515,0.5041335
4.86,-0.5235988,-0.194776,0.5041335
4.87,-0.5235988,-0.2002935,0.5041335
4.88,-0.5235988,-0.2048284,0.5089958
4.89,-0.5235988,-0.2082895,0.5041335
4.9,-0.5235988,-0.2103614,0.5041335
4.91,-0.5235988,-0.2113854,0.5041335
4.92,-0.5235988,-0.2112778,0.5041335
4.93,-0.5235988,-0.209843,0.5089958
4.94,-0.5235988,-0.2072584,0.5041335
4.95,-0.5235988,-0.2036146,0.5041335
4.96,-0.5235988,-0.1988889,0.5041335
4.97,-0.5235988,-0.1928454,0.5041335
4.98,-0.5235988,-0.1858069,0.5089958
4.99,-0.5235988,-0.1778792,0.5089958
5,-0.5235988,-0.1690517,0.5041335
5.01,-0.5235988,-0.1593493,0.5089958
5.02,-0.5235988,-0.1485647,0.5041335
5.03,-0.5235988,-0.1367977,0.5041335
5.04,-0.5235988,-0.1243855,0.5041335
5.05,-0.5235988,-0.1115546,0.5041335
5.06,-0.5235988,-0.09778935,0.5089958
5.07,-0.5235988,-0.08371059,0.5041335
5.08,-0.5235988,-0.06911626,0.5089958
5.09,-0.5235988,-0.05407165,0.5041335
5.1,-0.5235988,-0.03880467,0.5041335
5.11,-0.5235988,-0.02349684,0.5041335
5.12,-0.5235988,-0.007907531,0.5041335
5.13,-0.5235988,0.007665276,0.5089958
5.14,-0.5235988,0.0230855,0.5041335
5.15,-0.5235988,0.03856662,0.5041335
5.16,-0.5235988,0.0535295,0.5041335
5.17,-0.5235988,0.06826685,0.5041335
5.18,-0.5235988,0.08252408,0.5041335
5.19,-0.5235988,0.09645376,0.5041335
5.2,-0.5235988,0.1098627,0.5041335
5.21,-0.5235988,0.1224343,0.5041335
5.22,-0.5235988,0.1344178,0.5041335
5.23,-0.5235988,0.1454961,0.5041335
5.24,-0.5235988,0.1558744,0.5041335
5.25,-0.5235988,0.1654747,0.5041335
5.26,-0.5235988,0.1740054,0.5041335
5.27,-0.5235988,0.1817272,0.5089958
5.28,-0.5235988,0.1883318,0.5041335
5.29,-0.5235988,0.1938558,0.5041335
5.3,-0.5235988,0.1982788,0.5041335
5.31,-0.5235988,0.2016366,0.5041335
5.32,-0.5235988,0.2038495,0.5089958
5.33,-0.5235988,0.2049445,0.5041335
5.34,-0.5235988,0.2049426,0.4992712
5.35,-0.5235988,0.2037623,0.5041335
5.36,-0.5235988,0.2015019,0.5041335
5.37,-0.5235988,0.1983645,0.5089958
5.38,-0.5235988,0.1939058,0.5041335
5.39,-0.5235988,0.1884518,0.5041335
5.4,-0.5235988,0.1820604,0.5041335
5.41,-0.5235988,0.1746218,0.5041335
5.42,-0.5235988,0.1663664,0.5041335
5.43,-0.5235988,0.1569449,0.5041335
5.44,-0.5235988,0.1466238,0.5041335
5.45,-0.5235988,0.1356403,0.5041335
5.46,-0.5235988,0.1239908,0.5041335
5.47,-0.5235988,0.111735,0.5041335
5.48,-0.5235988,0.09892404,0.5041335
5.49,-0.5235988,0.0854561,0.5041335
5.5,-0.5235988,0.07160407,0.5041335
5.51,-0.5235988,0.0574526,0.5089958
5.52,-0.5235988,0.04286065,0.4992712
5.53,-0.5235988,0.02814297,0.5041335
5.54,-0.5235988,0.0132681,0.5041335
5.55,-0.5235988,-0.001645329,0.5041335
5.56,-0.5235988,-0.01641058,0.5041335
5.57,-0.5235988,-0.03112721,0.5041335
5.58,-0.5235988,-0.04545042,0.5041335
5.59,-0.5235988,-0.05982997,0.5041335
5.6,-0.5235988,-0.0734399,0.5041335
5.61,-0.5235988,-0.08685961,0.5041335
5.62,-0.5235988,-0.09970116,0.5089958
5.63,-0.5235988,-0.1119317,0.5041335
5.64,-0.5235988,-0.1235541,0.5041335
5.65,-0.5235988,-0.1344966,0.5041335
5.66,-0.5235988,-0.1445132,0.5041335
5.67,-0.5235988,-0.1537887,0.5041335
5.68,-0.5235988,-0.1621114,0.5041335
5.69,-0.5235988,-0.1694865,0.5041335
5.7,-0.5235988,-0.1760192,0.5041335
5.71,-0.5235988,-0.181612,0.5041335
5.72,-0.5235988,-0.1861761,0.5041335
5.73,-0.5235988,-0.1896277,0.5041335
5.74,-0.5235988,-0.1919847,0.5041335
5.75,-0.5235988,-0.1932368,0.5089958
5.76,-0.5235988,-0.1934944,0.5041335
5.77,-0.5235988,-0.1927879,0.5041335
5.78,-0.5235988,-0.1908389,0.4992712
5.79,-0.5235988,-0.1877649,0.5041335
5.8,-0.5235988,-0.183718,0.5041335
5.81,-0.5235988,-0.1787622,0.5041335
5.82,-0.5235988,-0.1728503,0.5041335
5.83,-0.5235988,-0.1659806,0.5041335
5.84,-0.5235988,-0.15811,0.5089958
5.85,-0.5235988,-0.1493004,0.5041335
5.86,-0.5235988,-0.1396277,0.5041335
5.87,-0.5235988,-0.1292561,0.5041335
5.88,-0.5235988,-0.1183022,0.5041335
5.89,-0.5235988,-0.1065954,0.5041335
5.9,-0.5235988,-0.09431313,0.5089958
5.91,-0.5235988,-0.08153705,0.4992712
5.92,-0.5235988,-0.06837958,0.5041335
5.93,-0.5235988,-0.05466973,0.5041335
5.94,-0.5235988,-0.04084625,0.5041335
5.95,-0.5235988,-0.02680214,0.5041335
5.96,-0.5235988,-0.01255569,0.5041335
5.97,-0.5235988,0.001706145,0.5041335
5.98,-0.5235988,0.01587001,0.5089958
5.99,-0.5235988,0.02990377,0.5041335
6,-0.5235988,0.04385783,0.5041335
6.01,-0.5235988,0.05736066,0.5041335
6.02,-0.5235988,0.07075084,0.5041335
6.03,-0.5235988,0.08361804,0.5041335
6.04,-0.5235988,0.09590257,0.5089958
6.05,-0.5235988,0.1077439,0.5041335
6.06,-0.5235988,0.1188078,0.5089958
6.07,-0.5235988,0.1296068,0.5041335
6.08,-0.5235988,0.1391792,0.5041335
6.09,-0.5235988,0.1482151,0.5041335
