t,u,theta,phi
12.02,-0.5235988,0.0004168482,0.5249918
12.03,-0.5235988,-0.0003246753,0.5249918
12.04,-0.5235988,-0.001042752,0.5249918
12.05,-0.5235988,-0.001710959,0.5249918
12.06,-0.5235988,-0.002253611,0.5249918
12.07,-0.5235988,-0.002787283,0.5249918
12.08,-0.5235988,-0.00333768,0.5249918
12.09,-0.5235988,-0.00388202,0.5249918
12.1,-0.5235988,-0.004336257,0.5249918
12.11,-0.5235988,-0.004705199,0.5249918
12.12,-0.5235988,-0.00505493,0.5249918
12.13,-0.5235988,-0.005404925,0.5201294
12.14,-0.5235988,-0.00560155,0.5249918
12.15,-0.5235988,-0.005812682,0.5249918
12.16,-0.5235988,-0.005897124,0.5249918
12.17,-0.5235988,-0.005924737,0.5249918
12.18,-0.5235988,-0.005976576,0.5249918
12.19,-0.5235988,-0.006017519,0.5249918
12.2,-0.5235988,-0.005977952,0.5249918
12.21,-0.5235988,-0.005939587,0.5201294
12.22,-0.5235988,-0.005774735,0.5201294
12.23,-0.5235988,-0.005595719,0.5249918
12.24,-0.5235988,-0.005374948,0.5249918
12.25,-0.5235988,-0.005247583,0.5249918
12.26,-0.5235988,-0.005001239,0.5201294
12.27,-0.5235988,-0.004775444,0.5249918
12.28,-0.5235988,-0.004505253,0.5249918
12.29,-0.5235988,-0.004236708,0.5201294
12.3,-0.5235988,-0.00401905,0.5249918
12.31,-0.5235988,-0.003733688,0.5201294
12.32,-0.5235988,-0.003476737,0.5249918
12.33,-0.5235988,-0.003142865,0.5249918
12.34,-0.5235988,-0.002758238,0.5249918
12.35,-0.5235988,-0.002349408,0.5249918
12.36,-0.5235988,-0.002016339,0.5249918
12.37,-0.5235988,-0.001676617,0.5249918
12.38,-0.5235988,-0.001278496,0.5298541
12.39,-0.5235988,-0.001010148,0.5249918
12.4,-0.5235988,-0.0007000844,0.5249918
12.41,-0.5235988,-0.000409903,0.5249918
12.42,-0.5235988,-0.0001295037,0.5201294
12.43,-0.5235988,3.831997e-05,0.5249918
12.44,-0.5235988,0.000292914,0.5249918
12.45,-0.5235988,0.0005280495,0.5249918
12.46,-0.5235988,0.0007721222,0.5249918
12.47,-0.5235988,0.0008981025,0.5298541
12.48,-0.5235988,0.001079921,0.5249918
12.49,-0.5235988,0.001219046,0.5249918
12.5,-0.5235988,0.00126503,0.5249918
12.51,-0.5235988,0.001382697,0.5249918
12.52,-0.5235988,0.001429506,0.5249918
12.53,-0.5235988,0.001512545,0.5249918
12.54,-0.5235988,0.001554129,0.5249918
12.55,-0.5235988,0.001582074,0.5249918
12.56,-0.5235988,0.001475536,0.5249918
12.57,-0.5235988,0.00148405,0.5249918
12.58,-0.5235988,0.001355038,0.5249918
12.59,-0.5235988,0.001238147,0.5249918
12.6,-0.5235988,0.001127398,0.5201294
12.61,-0.5235988,0.001023732,0.5298541
12.62,-0.5235988,0.0009365967,0.5249918
12.63,-0.5235988,0.0008334063,0.5249918
12.64,-0.5235988,0.0009009268,0.5249918
12.65,-0.5235988,0.0008484878,0.5201294
12.66,-0.5235988,0.0008163706,0.5249918
12.67,-0.5235988,0.0007463031,0.5249918
12.68,-0.5235988,0.000769576,0.5249918
12.69,-0.5235988,0.0006709105,0.5249918
12.7,-0.5235988,0.0005880753,0.5249918
12.71,-0.5235988,0.0006044393,0.5249918
12.72,-0.5235988,0.0005008868,0.5249918
12.73,-0.5235988,0.0004311057,0.5249918
12.74,-0.5235988,0.0004702502,0.5249918
12.75,-0.5235988,0.0004912622,0.5249918
12.76,-0.5235988,0.0004294364,0.5298541
12.77,-0.5235988,0.0003497231,0.5249918
12.78,-0.5235988,0.0004263794,0.5249918
12.79,-0.5235988,0.0004591492,0.5249918
12.8,-0.5235988,0.0005130895,0.5249918
12.81,-0.5235988,0.0005094907,0.5249918
12.82,-0.5235988,0.0005003033,0.5249918
12.83,-0.5235988,0.0004531665,0.5249918
12.84,-0.5235988,0.0003852135,0.5249918
12.85,-0.5235988,0.0003792557,0.5249918
12.86,-0.5235988,0.0002887567,0.5249918
12.87,-0.5235988,0.0002805008,0.5249918
12.88,-0.5235988,0.0002616753,0.5249918
12.89,-0.5235988,0.0003157864,0.5201294
12.9,-0.5235988,0.0003828602,0.5249918
12.91,-0.5235988,0.0004857591,0.5298541
12.92,-0.5235988,0.0004917565,0.5249918
12.93,-0.5235988,0.0004944655,0.5249918
12.94,-0.5235988,0.0006617295,0.5249918
12.95,-0.5235988,0.0006835877,0.5249918
12.96,-0.5235988,0.0007136345,0.5249918
12.97,-0.5235988,0.0007231968,0.5201294
12.98,-0.5235988,0.0007579603,0.5249918
12.99,-0.5235988,0.0008597472,0.5249918
13,-0.5235988,0.0008266075,0.5249918
13.01,-0.5235988,0.0008545449,0.5249918
13.02,-0.5235988,0.0007521969,0.5249918
13.03,-0.5235988,0.0008071582,0.5249918
13.04,-0.5235988,0.000853286,0.5249918
13.05,-0.5235988,0.0008312181,0.5249918
13.06,-0.5235988,0.000834637,0.5249918
13.07,-0.5235988,0.0008597488,0.5249918
13.08,-0.5235988,0.0008757975,0.5249918
13.09,-0.5235988,0.0008727565,0.5249918
13.1,-0.5235988,0.0007997893,0.5249918
13.11,-0.5235988,0.0007596062,0.5249918
13.12,-0.5235988,0.0008321576,0.5249918
13.13,-0.5235988,0.000887459,0.5201294
13.14,-0.5235988,0.0008230047,0.5249918
13.15,-0.5235988,0.0008235746,0.5249918
13.16,-0.5235988,0.0008303595,0.5249918
13.17,-0.5235988,0.000864578,0.5249918
13.18,-0.5235988,0.0008478532,0.5249918
13.19,-0.5235988,0.0009003421,0.5249918
13.2,-0.5235988,0.0008665161,0.5249918
13.21,-0.5235988,0.0008414715,0.5249918
13.22,-0.5235988,0.0008688885,0.5249918
13.23,-0.5235988,0.0009179186,0.5249918
13.24,-0.5235988,0.0009402851,0.5249918
13.25,-0.5235988,0.0009187141,0.5249918
13.26,-0.5235988,0.0008123457,0.5249918
13.27,-0.5235988,0.0008298265,0.5298541
13.28,-0.5235988,0.0009077979,0.5249918
13.29,-0.5235988,0.0008753337,0.5249918
13.3,-0.5235988,0.00094126,0.5249918
13.31,-0.5235988,0.001005948,0.5249918
13.32,-0.5235988,0.00107558,0.5249918
13.33,-0.5235988,0.001123672,0.5249918
13.34,-0.5235988,0.001159523,0.5249918
13.35,-0.5235988,0.001116865,0.5249918
13.36,-0.5235988,0.001086365,0.5249918
13.37,-0.5235988,0.001159225,0.5249918
13.38,-0.5235988,0.001111962,0.5249918
13.39,-0.5235988,0.001170035,0.5249918
13.4,-0.5235988,0.001099699,0.5249918
13.41,-0.5235988,0.0009879598,0.5249918
13.42,-0.5235988,0.0009834985,0.5249918
13.43,-0.5235988,0.0009787304,0.5249918
13.44,-0.5235988,0.0009993339,0.5249918
13.45,-0.5235988,0.001016772,0.5249918
13.46,-0.5235988,0.0008651912,0.5249918
13.47,-0.5235988,0.0008897313,0.5249918
13.48,-0.5235988,0.0008773826,0.5249918
13.49,-0.5235988,0.0008628389,0.5249918
13.5,-0.5235988,0.0009621397,0.5249918
13.51,-0.5235988,0.001030972,0.5249918
13.52,-0.5235988,0.000987023,0.5249918
13.53,-0.5235988,0.0009268821,0.5249918
13.54,-0.5235988,0.0008861235,0.5249918
13.55,-0.5235988,0.0009290762,0.5249918
13.56,-0.5235988,0.0009662336,0.5249918
13.57,-0.5235988,0.0009822404,0.5249918
13.58,-0.5235988,0.0009671648,0.5249918
13.59,-0.5235988,0.0008681635,0.5249918
13.6,-0.5235988,0.0008647662,0.5249918
13.61,-0.5235988,0.0008449301,0.5249918
13.62,-0.5235988,0.0008205186,0.5249918
13.63,-0.5235988,0.0009096013,0.5249918
13.64,-0.5235988,0.0008278952,0.5249918
13.65,-0.5235988,0.0007875072,0.5249918
13.66,-0.5235988,0.0008416214,0.5249918
13.67,-0.5235988,0.0009561768,0.5201294
13.68,-0.5235988,0.00105205,0.5249918
13.69,-0.5235988,0.001051398,0.5249918
13.7,-0.5235988,0.001128201,0.5249918
13.71,-0.5235988,0.00115024,0.5201294
13.72,-0.5235988,0.001144198,0.5249918
13.73,-0.5235988,0.001022655,0.5249918
13.74,-0.5235988,0.001001227,0.5249918
13.75,-0.5235988,0.001075857,0.5249918
13.76,-0.5235988,0.001000654,0.5249918
13.77,-0.5235988,0.001079532,0.5249918
13.78,-0.5235988,0.00105894,0.5249918
13.79,-0.5235988,0.001094092,0.5249918
13.8,-0.5235988,0.001070505,0.5249918
13.81,-0.5235988,0.001158301,0.5298541
13.82,-0.5235988,0.001111057,0.5249918
13.83,-0.5235988,0.001097889,0.5249918
13.84,-0.5235988,0.001157164,0.5249918
13.85,-0.5235988,0.001208879,0.5249918
13.86,-0.5235988,0.001183891,0.5249918
13.87,-0.5235988,0.001176644,0.5249918
13.88,-0.5235988,0.001141323,0.5249918
13.89,-0.5235988,0.001073918,0.5249918
13.9,-0.5235988,0.00111672,0.5249918
13.91,-0.5235988,0.00117551,0.5201294
13.92,-0.5235988,0.001136008,0.5249918
13.93,-0.5235988,0.001102858,0.5249918
13.94,-0.5235988,0.001026165,0.5298541
13.95,-0.5235988,0.001045334,0.5249918
13.96,-0.5235988,0.001066981,0.5249918
13.97,-0.5235988,0.001128988,0.5249918
13.98,-0.5235988,0.001175671,0.5249918
13.99,-0.5235988,0.001163109,0.5249918
14,-0.5235988,0.00111729,0.5249918
14.01,-0.5235988,0.00109454,0.5201294
14.02,-0.5235988,0.001145572,0.5249918
14.03,-0.5235988,0.001160769,0.5249918
14.04,-0.5235988,0.001099518,0.5249918
14.05,-0.5235988,0.0009844763,0.5249918
14.06,-0.5235988,0.001049426,0.5249918
14.07,-0.5235988,0.00104673,0.5249918
14.08,-0.5235988,0.0010577,0.5249918
14.09,-0.5235988,0.001059549,0.5249918
14.1,-0.5235988,0.001086484,0.5249918
14.11,-0.5235988,0.001178549,0.5249918
14.12,-0.5235988,0.001217905,0.5249918
14.13,-0.5235988,0.001226349,0.5249918
14.14,-0.5235988,0.001168164,0.5249918
14.15,-0.5235988,0.001039843,0.5249918
14.16,-0.5235988,0.001117054,0.5249918
14.17,-0.5235988,0.001197032,0.5249918
14.18,-0.5235988,0.001178699,0.5201294
14.19,-0.5235988,0.001237473,0.5249918
14.2,-0.5235988,0.001297652,0.5249918
14.21,-0.5235988,0.001485536,0.5249918
14.22,-0.5235988,0.001471855,0.5249918
14.23,-0.5235988,0.001439523,0.5201294
14.24,-0.5235988,0.00150659,0.5249918
14.25,-0.5235988,0.001487077,0.5249918
14.26,-0.5235988,0.00150703,0.5201294
14.27,-0.5235988,0.001523935,0.5249918
14.28,-0.5235988,0.001515345,0.5201294
14.29,-0.5235988,0.00154557,0.5249918
14.3,-0.5235988,0.001555059,0.5249918
14.31,-0.5235988,0.001448433,0.5249918
14.32,-0.5235988,0.001322401,0.5249918
14.33,-0.5235988,0.001371294,0.5201294
14.34,-0.5235988,0.001399967,0.5249918
14.35,-0.5235988,0.001430422,0.5249918
14.36,-0.5235988,0.001503157,0.5201294
14.37,-0.5235988,0.00145015,0.5201294
14.38,-0.5235988,0.001476786,0.5249918
14.39,-0.5235988,0.001430301,0.5249918
14.4,-0.5235988,0.001512861,0.5249918
14.41,-0.5235988,0.001415731,0.5249918
14.42,-0.5235988,0.00136799,0.5201294
14.43,-0.5235988,0.001424505,0.5201294
14.44,-0.5235988,0.001469713,0.5249918
14.45,-0.5235988,0.001478073,0.5249918
14.46,-0.5235988,0.001469809,0.5249918
14.47,-0.5235988,0.001537136,0.5249918
14.48,-0.5235988,0.001384637,0.5249918
14.49,-0.5235988,0.001327439,0.5249918
14.5,-0.5235988,0.001378976,0.5249918
14.51,-0.5235988,0.001259171,0.5249918
14.52,-0.5235988,0.001233181,0.5249918
14.53,-0.5235988,0.001280045,0.5298541
14.54,-0.5235988,0.001248268,0.5249918
14.55,-0.5235988,0.00124693,0.5249918
14.56,-0.5235988,0.0013455,0.5249918
14.57,-0.5235988,0.001297802,0.5249918
14.58,-0.5235988,0.001223602,0.5249918
14.59,-0.5235988,0.001160407,0.5249918
14.6,-0.5235988,0.001175597,0.5249918
14.61,-0.5235988,0.001201266,0.5249918
14.62,-0.5235988,0.00116823,0.5249918
14.63,-0.5235988,0.001238371,0.5249918
14.64,-0.5235988,0.001207334,0.5249918
14.65,-0.5235988,0.001157038,0.5249918
14.66,-0.5235988,0.001214122,0.5298541
14.67,-0.5235988,0.001272528,0.5249918
14.68,-0.5235988,0.001282068,0.5249918
14.69,-0.5235988,0.001337789,0.5249918
14.7,-0.5235988,0.001350465,0.5249918
14.71,-0.5235988,0.00134357,0.5249918
14.72,-0.5235988,0.001317629,0.5249918
14.73,-0.5235988,0.001262433,0.5201294
14.74,-0.5235988,0.001170367,0.5249918
14.75,-0.5235988,0.00114959,0.5249918
14.76,-0.5235988,0.001165178,0.5201294
14.77,-0.5235988,0.001174639,0.5249918
14.78,-0.5235988,0.001123791,0.5249918
14.79,-0.5235988,0.001088443,0.5249918
14.8,-0.5235988,0.001122998,0.5249918
14.81,-0.5235988,0.001136862,0.5249918
14.82,-0.5235988,0.00114303,0.5249918
14.83,-0.5235988,0.001184186,0.5249918
14.84,-0.5235988,0.001155298,0.5249918
14.85,-0.5235988,0.001163279,0.5201294
14.86,-0.5235988,0.001134492,0.5249918
14.87,-0.5235988,0.001134006,0.5249918
14.88,-0.5235988,0.001122128,0.5249918
14.89,-0.5235988,0.001191094,0.5201294
14.9,-0.5235988,0.001279368,0.5249918
14.91,-0.5235988,0.001319062,0.5249918
14.92,-0.5235988,0.001277317,0.5249918
14.93,-0.5235988,0.001277778,0.5201294
14.94,-0.5235988,0.001281817,0.5249918
14.95,-0.5235988,0.001348785,0.5201294
14.96,-0.5235988,0.001348171,0.5249918
14.97,-0.5235988,0.001338171,0.5201294
14.98,-0.5235988,0.001373495,0.5249918
14.99,-0.5235988,0.001384877,0.5249918
15,-0.5235988,0.001357729,0.5249918
15.01,-0.5235988,0.001320521,0.5249918
15.02,-0.5235988,0.001309833,0.5249918
15.03,-0.5235988,0.001290668,0.5249918
15.04,-0.5235988,0.001285527,0.5249918
15.05,-0.5235988,0.001244806,0.5249918
15.06,-0.5235988,0.001254941,0.5249918
15.07,-0.5235988,0.001257031,0.5249918
15.08,-0.5235988,0.001214587,0.5249918
15.09,-0.5235988,0.001153587,0.5249918
15.1,-0.5235988,0.001116777,0.5249918
15.11,-0.5235988,0.001103398,0.5249918
15.12,-0.5235988,0.001194658,0.5249918
15.13,-0.5235988,0.001184659,0.5249918
15.14,-0.5235988,0.001155228,0.5201294
15.15,-0.5235988,0.00107699,0.5249918
15.16,-0.5235988,0.001167388,0.5249918
15.17,-0.5235988,0.00111671,0.5249918
15.18,-0.5235988,0.001092933,0.5249918
15.19,-0.5235988,0.001093662,0.5249918
15.2,-0.5235988,0.001110793,0.5249918
15.21,-0.5235988,0.001130711,0.5249918
15.22,-0.5235988,0.001127848,0.5249918
15.23,-0.5235988,0.00112189,0.5249918
15.24,-0.5235988,0.001173361,0.5249918
15.25,-0.5235988,0.001238272,0.5249918
15.26,-0.5235988,0.00120002,0.5249918
15.27,-0.5235988,0.001112111,0.5249918
15.28,-0.5235988,0.001115429,0.5249918
