t,u,theta,phi
6.06,-0.5235988,0.1491706,0.5249918
6.07,-0.5235988,0.1506126,0.5298541
6.08,-0.5235988,0.1510912,0.5201294
6.09,-0.5235988,0.1507269,0.5249918
6.1,-0.5235988,0.1494646,0.5249918
6.11,-0.5235988,0.1473113,0.5249918
6.12,-0.5235988,0.1443968,0.5249918
6.13,-0.5235988,0.1406592,0.5249918
6.14,-0.5235988,0.1362389,0.5249918
6.15,-0.5235988,0.1309011,0.5249918
6.16,-0.5235988,0.1248528,0.5249918
6.17,-0.5235988,0.1180882,0.5249918
6.18,-0.5235988,0.110757,0.5249918
6.19,-0.5235988,0.102874,0.5249918
6.2,-0.5235988,0.09437408,0.5249918
6.21,-0.5235988,0.08543516,0.5249918
6.22,-0.5235988,0.07593389,0.5249918
6.23,-0.5235988,0.06596258,0.5201294
6.24,-0.5235988,0.05566351,0.5249918
6.25,-0.5235988,0.04523762,0.5201294
6.26,-0.5235988,0.03447884,0.5249918
6.27,-0.5235988,0.02357614,0.5201294
6.28,-0.5235988,0.01250559,0.5249918
6.29,-0.5235988,0.001521074,0.5249918
6.3,-0.5235988,-0.009513983,0.5249918
6.31,-0.5235988,-0.02039824,0.5249918
6.32,-0.5235988,-0.03123103,0.5201294
6.33,-0.5235988,-0.04170528,0.5249918
6.34,-0.5235988,-0.05191935,0.5249918
6.35,-0.5235988,-0.06191578,0.5249918
6.36,-0.5235988,-0.07137266,0.5249918
6.37,-0.5235988,-0.08043437,0.5249918
6.38,-0.5235988,-0.08883139,0.5249918
6.39,-0.5235988,-0.09679482,0.5201294
6.4,-0.5235988,-0.1041016,0.5249918
6.41,-0.5235988,-0.1108093,0.5249918
6.42,-0.5235988,-0.1167889,0.5249918
6.43,-0.5235988,-0.1220214,0.5249918
6.44,-0.5235988,-0.1266928,0.5249918
6.45,-0.5235988,-0.1306108,0.5249918
6.46,-0.5235988,-0.133747,0.5249918
6.47,-0.5235988,-0.1360211,0.5249918
6.48,-0.5235988,-0.1375529,0.5249918
6.49,-0.5235988,-0.1382196,0.5249918
6.5,-0.5235988,-0.1380673,0.5249918
6.51,-0.5235988,-0.1372586,0.5249918
6.52,-0.5235988,-0.1355004,0.5298541
6.53,-0.5235988,-0.133015,0.5249918
6.54,-0.5235988,-0.129806,0.5249918
6.55,-0.5235988,-0.1259681,0.5201294
6.56,-0.5235988,-0.1212087,0.5249918
6.57,-0.5235988,-0.1159012,0.5249918
6.58,-0.5235988,-0.1098867,0.5249918
6.59,-0.5235988,-0.1032195,0.5249918
6.6,-0.5235988,-0.09601494,0.5249918
6.61,-0.5235988,-0.08835578,0.5249918
6.62,-0.5235988,-0.08010117,0.5249918
6.63,-0.5235988,-0.07131604,0.5249918
6.64,-0.5235988,-0.06228155,0.5249918
6.65,-0.5235988,-0.05292029,0.5249918
6.66,-0.5235988,-0.04328297,0.5249918
6.67,-0.5235988,-0.03341432,0.5249918
6.68,-0.5235988,-0.02345205,0.5249918
6.69,-0.5235988,-0.01324437,0.5249918
6.7,-0.5235988,-0.003014387,0.5249918
6.71,-0.5235988,0.007018392,0.5201294
6.72,-0.5235988,0.0170856,0.5249918
6.73,-0.5235988,0.02696339,0.5249918
6.74,-0.5235988,0.03662274,0.5201294
6.75,-0.5235988,0.04604367,0.5249918
6.76,-0.5235988,0.0551266,0.5201294
6.77,-0.5235988,0.06398557,0.5249918
6.78,-0.5235988,0.07230996,0.5201294
6.79,-0.5235988,0.08016767,0.5249918
6.8,-0.5235988,0.08761962,0.5249918
6.81,-0.5235988,0.09449908,0.5201294
6.82,-0.5235988,0.1007744,0.5249918
6.83,-0.5235988,0.1064476,0.5201294
6.84,-0.5235988,0.1114804,0.5249918
6.85,-0.5235988,0.1157558,0.5298541
6.86,-0.5235988,0.1193746,0.5201294
6.87,-0.5235988,0.1223062,0.5249918
6.88,-0.5235988,0.1244822,0.5249918
6.89,-0.5235988,0.1259081,0.5249918
6.9,-0.5235988,0.1266218,0.5201294
6.91,-0.5235988,0.126531,0.5249918
6.92,-0.5235988,0.1256767,0.5249918
6.93,-0.5235988,0.1241719,0.5249918
6.94,-0.5235988,0.1220395,0.5249918
6.95,-0.5235988,0.119272,0.5201294
6.96,-0.5235988,0.115847,0.5249918
6.97,-0.5235988,0.1117136,0.5201294
6.98,-0.5235988,0.1068713,0.5249918
6.99,-0.5235988,0.1013971,0.5249918
7,-0.5235988,0.09545726,0.5201294
7.01,-0.5235988,0.08897707,0.5249918
7.02,-0.5235988,0.08210636,0.5249918
7.03,-0.5235988,0.07469437,0.5201294
7.04,-0.5235988,0.06693774,0.5249918
7.05,-0.5235988,0.05878998,0.5249918
7.06,-0.5235988,0.05033631,0.5249918
7.07,-0.5235988,0.04161776,0.5249918
7.08,-0.5235988,0.03260255,0.5249918
7.09,-0.5235988,0.02350786,0.5249918
7.1,-0.5235988,0.014313,0.5249918
7.11,-0.5235988,0.005092509,0.5249918
7.12,-0.5235988,-0.004155043,0.5249918
7.13,-0.5235988,-0.01332952,0.5249918
7.14,-0.5235988,-0.02251067,0.5249918
7.15,-0.5235988,-0.03139708,0.5249918
7.16,-0.5235988,-0.04001584,0.5249918
7.17,-0.5235988,-0.04836952,0.5249918
7.18,-0.5235988,-0.05645778,0.5249918
7.19,-0.5235988,-0.06418312,0.5249918
7.2,-0.5235988,-0.07143828,0.5249918
7.21,-0.5235988,-0.07818517,0.5249918
7.22,-0.5235988,-0.08443317,0.5249918
7.23,-0.5235988,-0.09015574,0.5249918
7.24,-0.5235988,-0.0955792,0.5249918
7.25,-0.5235988,-0.1002392,0.5298541
7.26,-0.5235988,-0.1042063,0.5249918
7.27,-0.5235988,-0.107543,0.5249918
7.28,-0.5235988,-0.1102788,0.5249918
7.29,-0.5235988,-0.1123968,0.5249918
7.3,-0.5235988,-0.1138565,0.5249918
7.31,-0.5235988,-0.1146366,0.5249918
7.32,-0.5235988,-0.1146954,0.5249918
7.33,-0.5235988,-0.1142322,0.5249918
7.34,-0.5235988,-0.1131343,0.5249918
7.35,-0.5235988,-0.1114016,0.5249918
7.36,-0.5235988,-0.1090746,0.5249918
7.37,-0.5235988,-0.1059145,0.5249918
7.38,-0.5235988,-0.1021106,0.5201294
7.39,-0.5235988,-0.0978267,0.5249918
7.4,-0.5235988,-0.09309646,0.5249918
7.41,-0.5235988,-0.08784204,0.5249918
7.42,-0.5235988,-0.08204745,0.5249918
7.43,-0.5235988,-0.07575482,0.5201294
7.44,-0.5235988,-0.0690716,0.5249918
7.45,-0.5235988,-0.06196757,0.5201294
7.46,-0.5235988,-0.05460712,0.5201294
7.47,-0.5235988,-0.04700302,0.5201294
7.48,-0.5235988,-0.039248,0.5201294
7.49,-0.5235988,-0.03114127,0.5249918
7.5,-0.5235988,-0.02294572,0.5201294
7.51,-0.5235988,-0.01466512,0.5249918
7.52,-0.5235988,-0.00629879,0.5249918
7.53,-0.5235988,0.002060989,0.5249918
7.54,-0.5235988,0.01052282,0.5249918
7.55,-0.5235988,0.01879786,0.5249918
7.56,-0.5235988,0.02683735,0.5249918
7.57,-0.5235988,0.03479089,0.5249918
7.58,-0.5235988,0.04241344,0.5249918
7.59,-0.5235988,0.04980919,0.5249918
7.6,-0.5235988,0.0568617,0.5249918
7.61,-0.5235988,0.06350632,0.5249918
7.62,-0.5235988,0.06976144,0.5249918
7.63,-0.5235988,0.07558251,0.5249918
7.64,-0.5235988,0.08107593,0.5249918
7.65,-0.5235988,0.0857769,0.5249918
7.66,-0.5235988,0.09006443,0.5249918
7.67,-0.5235988,0.09383236,0.5249918
7.68,-0.5235988,0.09708674,0.5298541
7.69,-0.5235988,0.09973304,0.5249918
7.7,-0.5235988,0.1016943,0.5249918
7.71,-0.5235988,0.1030718,0.5249918
7.72,-0.5235988,0.1039114,0.5249918
7.73,-0.5235988,0.1040938,0.5249918
7.74,-0.5235988,0.1037018,0.5249918
7.75,-0.5235988,0.1027133,0.5249918
7.76,-0.5235988,0.1010414,0.5249918
7.77,-0.5235988,0.09886207,0.5201294
7.78,-0.5235988,0.09608102,0.5249918
7.79,-0.5235988,0.09284221,0.5249918
7.8,-0.5235988,0.0889958,0.5249918
7.81,-0.5235988,0.084715,0.5249918
7.82,-0.5235988,0.07986638,0.5249918
7.83,-0.5235988,0.07464456,0.5249918
7.84,-0.5235988,0.06907105,0.5249918
7.85,-0.5235988,0.06311225,0.5249918
7.86,-0.5235988,0.05689684,0.5249918
7.87,-0.5235988,0.0504375,0.5201294
7.88,-0.5235988,0.043543,0.5249918
7.89,-0.5235988,0.0364766,0.5249918
7.9,-0.5235988,0.02933588,0.5249918
7.91,-0.5235988,0.02188644,0.5249918
7.92,-0.5235988,0.01437542,0.5249918
7.93,-0.5235988,0.006915757,0.5201294
7.94,-0.5235988,-0.0005990817,0.5249918
7.95,-0.5235988,-0.008176176,0.5249918
7.96,-0.5235988,-0.01558424,0.5201294
7.97,-0.5235988,-0.0228907,0.5249918
7.98,-0.5235988,-0.02994426,0.5249918
7.99,-0.5235988,-0.03681081,0.5249918
8,-0.5235988,-0.04346881,0.5201294
8.01,-0.5235988,-0.04982984,0.5249918
8.02,-0.5235988,-0.05590508,0.5249918
8.03,-0.5235988,-0.06165325,0.5249918
8.04,-0.5235988,-0.06690823,0.5201294
8.05,-0.5235988,-0.07170453,0.5249918
8.06,-0.5235988,-0.0761184,0.5249918
8.07,-0.5235988,-0.08003949,0.5249918
8.08,-0.5235988,-0.08339228,0.5201294
8.09,-0.5235988,-0.08640483,0.5249918
8.1,-0.5235988,-0.08882244,0.5201294
8.11,-0.5235988,-0.09074088,0.5249918
8.12,-0.5235988,-0.09214521,0.5249918
8.13,-0.5235988,-0.09289852,0.5201294
8.14,-0.5235988,-0.09312844,0.5201294
8.15,-0.5235988,-0.09289165,0.5249918
8.16,-0.5235988,-0.09203823,0.5249918
8.17,-0.5235988,-0.09065447,0.5249918
8.18,-0.5235988,-0.08883239,0.5249918
8.19,-0.5235988,-0.08645561,0.5249918
8.2,-0.5235988,-0.08355642,0.5201294
8.21,-0.5235988,-0.0801934,0.5249918
8.22,-0.5235988,-0.07646928,0.5249918
8.23,-0.5235988,-0.07233129,0.5249918
8.24,-0.5235988,-0.06771754,0.5249918
8.25,-0.5235988,-0.06270774,0.5201294
8.26,-0.5235988,-0.05739628,0.5249918
8.27,-0.5235988,-0.05189656,0.5249918
8.28,-0.5235988,-0.04605704,0.5201294
8.29,-0.5235988,-0.04002709,0.5249918
8.3,-0.5235988,-0.03366968,0.5249918
8.31,-0.5235988,-0.02711027,0.5249918
8.32,-0.5235988,-0.02044419,0.5249918
8.33,-0.5235988,-0.01373377,0.5249918
8.34,-0.5235988,-0.007038321,0.5249918
8.35,-0.5235988,-0.0002727698,0.5249918
8.36,-0.5235988,0.006491072,0.5249918
8.37,-0.5235988,0.01310954,0.5249918
8.38,-0.5235988,0.0196877,0.5249918
8.39,-0.5235988,0.02600672,0.5249918
8.4,-0.5235988,0.03213986,0.5249918
8.41,-0.5235988,0.03804957,0.5249918
8.42,-0.5235988,0.0438025,0.5249918
8.43,-0.5235988,0.04922162,0.5249918
8.44,-0.5235988,0.05437117,0.5201294
8.45,-0.5235988,0.05900232,0.5249918
8.46,-0.5235988,0.06334638,0.5249918
8.47,-0.5235988,0.06728502,0.5249918
8.48,-0.5235988,0.0709237,0.5249918
8.49,-0.5235988,0.0741506,0.5201294
8.5,-0.5235988,0.07674909,0.5249918
8.51,-0.5235988,0.07883348,0.5249918
8.52,-0.5235988,0.08060586,0.5249918
8.53,-0.5235988,0.08178695,0.5201294
8.54,-0.5235988,0.082555,0.5249918
8.55,-0.5235988,0.08277567,0.5249918
8.56,-0.5235988,0.08256615,0.5249918
8.57,-0.5235988,0.08180899,0.5249918
8.58,-0.5235988,0.08062159,0.5249918
8.59,-0.5235988,0.0789551,0.5249918
8.6,-0.5235988,0.07679037,0.5249918
8.61,-0.5235988,0.07430323,0.5249918
8.62,-0.5235988,0.07114857,0.5249918
8.63,-0.5235988,0.06783778,0.5201294
8.64,-0.5235988,0.06418066,0.5201294
8.65,-0.5235988,0.06019466,0.5249918
8.66,-0.5235988,0.0558232,0.5249918
8.67,-0.5235988,0.05115181,0.5249918
8.68,-0.5235988,0.04623219,0.5201294
8.69,-0.5235988,0.04110337,0.5249918
8.7,-0.5235988,0.0358067,0.5249918
8.71,-0.5235988,0.03032669,0.5249918
8.72,-0.5235988,0.02472067,0.5249918
8.73,-0.5235988,0.01890337,0.5201294
8.74,-0.5235988,0.01308281,0.5249918
8.75,-0.5235988,0.007206155,0.5201294
8.76,-0.5235988,0.001199441,0.5249918
8.77,-0.5235988,-0.004716732,0.5201294
8.78,-0.5235988,-0.0107249,0.5249918
8.79,-0.5235988,-0.01655477,0.5249918
8.8,-0.5235988,-0.02218386,0.5249918
8.81,-0.5235988,-0.02770934,0.5249918
8.82,-0.5235988,-0.03306491,0.5249918
8.83,-0.5235988,-0.03816243,0.5249918
8.84,-0.5235988,-0.04297333,0.5249918
8.85,-0.5235988,-0.04752746,0.5249918
8.86,-0.5235988,-0.05172881,0.5249918
8.87,-0.5235988,-0.05562268,0.5249918
8.88,-0.5235988,-0.0591756,0.5249918
8.89,-0.5235988,-0.06226994,0.5249918
8.9,-0.5235988,-0.06495661,0.5249918
8.91,-0.5235988,-0.0672736,0.5249918
8.92,-0.5235988,-0.0692049,0.5249918
8.93,-0.5235988,-0.07068351,0.5249918
8.94,-0.5235988,-0.0717716,0.5249918
8.95,-0.5235988,-0.07251057,0.5249918
8.96,-0.5235988,-0.07266641,0.5249918
8.97,-0.5235988,-0.07249812,0.5249918
8.98,-0.5235988,-0.07188565,0.5249918
8.99,-0.5235988,-0.07086819,0.5249918
9,-0.5235988,-0.06964764,0.5249918
9.01,-0.5235988,-0.06778974,0.5249918
9.02,-0.5235988,-0.06561781,0.5249918
9.03,-0.5235988,-0.06304391,0.5249918
9.04,-0.5235988,-0.06016332,0.5249918
9.05,-0.5235988,-0.05688414,0.5249918
9.06,-0.5235988,-0.05322673,0.5249918
9.07,-0.5235988,-0.04938722,0.5249918
9.08,-0.5235988,-0.04528189,0.5249918
9.09,-0.5235988,-0.04092081,0.5249918
9.1,-0.5235988,-0.03637795,0.5249918
9.11,-0.5235988,-0.03164584,0.5249918
9.12,-0.5235988,-0.02678237,0.5249918
9.13,-0.5235988,-0.02178633,0.5249918
9.14,-0.5235988,-0.016636,0.5249918
9.15,-0.5235988,-0.01146338,0.5249918
9.16,-0.5235988,-0.006239075,0.5249918
9.17,-0.5235988,-0.0009883658,0.5249918
9.18,-0.5235988,0.00410825,0.5249918
9.19,-0.5235988,0.009106248,0.5249918
9.2,-0.5235988,0.01418749,0.5249918
9.21,-0.5235988,0.01908986,0.5249918
9.22,-0.5235988,0.02389281,0.5249918
9.23,-0.5235988,0.02835458,0.5298541
9.24,-0.5235988,0.03280409,0.5249918
9.25,-0.5235988,0.03697101,0.5249918
9.26,-0.5235988,0.04089146,0.5249918
9.27,-0.5235988,0.04446176,0.5249918
9.28,-0.5235988,0.04789412,0.5201294
9.29,-0.5235988,0.05094831,0.5249918
9.3,-0.5235988,0.05378251,0.5201294
9.31,-0.5235988,0.05617892,0.5249918
9.32,-0.5235988,0.05816473,0.5249918
9.33,-0.5235988,0.05979292,0.5249918
9.34,-0.5235988,0.06108242,0.5201294
9.35,-0.5235988,0.06196788,0.5249918
9.36,-0.5235988,0.06235443,0.5249918
9.37,-0.5235988,0.06243493,0.5249918
9.38,-0.5235988,0.0623133,0.5249918
9.39,-0.5235988,0.06168806,0.5201294
9.4,-0.5235988,0.06078154,0.5249918
9.41,-0.5235988,0.05963497,0.5249918
9.42,-0.5235988,0.05793893,0.5249918
9.43,-0.5235988,0.05596675,0.5249918
9.44,-0.5235988,0.05367078,0.5249918
9.45,-0.5235988,0.05113597,0.5249918
9.46,-0.5235988,0.04838007,0.5249918
9.47,-0.5235988,0.04538411,0.5249918
9.48,-0.5235988,0.04210863,0.5249918
9.49,-0.5235988,0.03857408,0.5249918
9.5,-0.5235988,0.0348785,0.5249918
9.51,-0.5235988,0.03094766,0.5249918
9.52,-0.5235988,0.02697721,0.5249918
9.53,-0.5235988,0.02279931,0.5249918
9.54,-0.5235988,0.01846453,0.5249918
9.55,-0.5235988,0.01403859,0.5249918
9.56,-0.5235988,0.009618152,0.5249918
9.57,-0.5235988,0.005156799,0.5249918
9.58,-0.5235988,0.0006685382,0.5249918
9.59,-0.5235988,-0.003752318,0.5249918
9.6,-0.5235988,-0.008103549,0.5249918
9.61,-0.5235988,-0.0123721,0.5249918
9.62,-0.5235988,-0.01662629,0.5249918
9.63,-0.5235988,-0.02069895,0.5249918
9.64,-0.5235988,-0.02472594,0.5201294
9.65,-0.5235988,-0.02844771,0.5249918
9.66,-0.5235988,-0.0319222,0.5249918
9.67,-0.5235988,-0.03532355,0.5249918
9.68,-0.5235988,-0.03844753,0.5249918
9.69,-0.5235988,-0.04129503,0.5249918
9.7,-0.5235988,-0.04388149,0.5249918
9.71,-0.5235988,-0.04610527,0.5249918
9.72,-0.5235988,-0.04813734,0.5249918
9.73,-0.5235988,-0.04979545,0.5249918
9.74,-0.5235988,-0.0512788,0.5201294
9.75,-0.5235988,-0.05233574,0.5249918
9.76,-0.5235988,-0.05306209,0.5249918
9.77,-0.5235988,-0.053537,0.5249918
9.78,-0.5235988,-0.0536699,0.5249918
9.79,-0.5235988,-0.05352997,0.5249918
9.8,-0.5235988,-0.05298109,0.5249918
9.81,-0.5235988,-0.05215134,0.5298541
9.82,-0.5235988,-0.05115911,0.5249918
9.83,-0.5235988,-0.04977828,0.5249918
9.84,-0.5235988,-0.04817102,0.5249918
9.85,-0.5235988,-0.04628928,0.5249918
9.86,-0.5235988,-0.04416887,0.5249918
9.87,-0.5235988,-0.0417897,0.5249918
9.88,-0.5235988,-0.03915302,0.5249918
9.89,-0.5235988,-0.03639509,0.5249918
9.9,-0.5235988,-0.03339611,0.5249918
9.91,-0.5235988,-0.03026657,0.5249918
9.92,-0.5235988,-0.02690075,0.5249918
9.93,-0.5235988,-0.02344859,0.5249918
9.94,-0.5235988,-0.019945,0.5249918
9.95,-0.5235988,-0.01635067,0.5249918
9.96,-0.5235988,-0.01266683,0.5249918
9.97,-0.5235988,-0.008996181,0.5249918
9.98,-0.5235988,-0.005129168,0.5249918
9.99,-0.5235988,-0.001447809,0.5249918
10,-0.5235988,0.002339022,0.5249918
10.01,-0.5235988,0.005956187,0.5249918
10.02,-0.5235988,0.009578871,0.5249918
10.03,-0.5235988,0.01313272,0.5249918
10.04,-0.5235988,0.01649829,0.5249918
10.05,-0.5235988,0.01978295,0.5249918
10.06,-0.5235988,0.02284618,0.5249918
10.07,-0.5235988,0.02582578,0.5249918
10.08,-0.5235988,0.0285526,0.5249918
10.09,-0.5235988,0.03115976,0.5249918
10.1,-0.5235988,0.03351607,0.5249918
10.11,-0.5235988,0.03558057,0.5249918
10.12,-0.5235988,0.03745294,0.5249918
10.13,-0.5235988,0.03913034,0.5249918
10.14,-0.5235988,0.04056009,0.5249918
10.15,-0.5235988,0.04181811,0.5249918
10.16,-0.5235988,0.04281315,0.5249918
10.17,-0.5235988,0.04340924,0.5249918
10.18,-0.5235988,0.04368312,0.5249918
10.19,-0.5235988,0.04370678,0.5249918
10.2,-0.5235988,0.04354936,0.5249918
10.21,-0.5235988,0.04315171,0.5249918
10.22,-0.5235988,0.0425371,0.5249918
10.23,-0.5235988,0.04161623,0.5249918
10.24,-0.5235988,0.04038196,0.5298541
10.25,-0.5235988,0.03895767,0.5249918
10.26,-0.5235988,0.03738525,0.5249918
10.27,-0.5235988,0.03554301,0.5201294
10.28,-0.5235988,0.03356703,0.5249918
10.29,-0.5235988,0.0314661,0.5249918
10.3,-0.5235988,0.02911082,0.5249918
10.31,-0.5235988,0.02659552,0.5249918
10.32,-0.5235988,0.02408637,0.5249918
10.33,-0.5235988,0.0212387,0.5249918
10.34,-0.5235988,0.01832792,0.5249918
10.35,-0.5235988,0.01544261,0.5249918
10.36,-0.5235988,0.012462,0.5249918
10.37,-0.5235988,0.009415241,0.5249918
10.38,-0.5235988,0.006303358,0.5249918
10.39,-0.5235988,0.003169973,0.5201294
10.4,-0.5235988,0.000120029,0.5201294
10.41,-0.5235988,-0.002964602,0.5249918
10.42,-0.5235988,-0.005979037,0.5249918
10.43,-0.5235988,-0.008878553,0.5249918
10.44,-0.5235988,-0.01171728,0.5249918
10.45,-0.5235988,-0.0144543,0.5249918
10.46,-0.5235988,-0.01705425,0.5249918
10.47,-0.5235988,-0.01958573,0.5249918
10.48,-0.5235988,-0.02208737,0.5249918
10.49,-0.5235988,-0.02430786,0.5249918
10.5,-0.5235988,-0.02633137,0.5201294
10.51,-0.5235988,-0.02820127,0.5249918
10.52,-0.5235988,-0.02988455,0.5249918
10.53,-0.5235988,-0.03135331,0.5201294
10.54,-0.5235988,-0.03264708,0.5249918
10.55,-0.5235988,-0.03376846,0.5249918
10.56,-0.5235988,-0.03460523,0.5201294
10.57,-0.5235988,-0.03529501,0.5249918
10.58,-0.5235988,-0.03566748,0.5201294
10.59,-0.5235988,-0.03584069,0.5249918
10.6,-0.5235988,-0.03580322,0.5249918
10.61,-0.5235988,-0.0355185,0.5249918
10.62,-0.5235988,-0.03507572,0.5249918
10.63,-0.5235988,-0.03440528,0.5249918
10.64,-0.5235988,-0.03363119,0.5249918
10.65,-0.5235988,-0.0326059,0.5249918
10.66,-0.5235988,-0.03138319,0.5249918
10.67,-0.5235988,-0.02998059,0.5249918
10.68,-0.5235988,-0.02851772,0.5249918
10.69,-0.5235988,-0.02686287,0.5249918
10.7,-0.5235988,-0.0252708,0.5249918
10.71,-0.5235988,-0.023339,0.5249918
10.72,-0.5235988,-0.0213657,0.5249918
10.73,-0.5235988,-0.01920484,0.5249918
10.74,-0.5235988,-0.017027,0.5298541
10.75,-0.5235988,-0.01477498,0.5249918
10.76,-0.5235988,-0.01245094,0.5249918
10.77,-0.5235988,-0.01009833,0.5249918
10.78,-0.5235988,-0.007667675,0.5249918
10.79,-0.5235988,-0.005287882,0.5249918
10.8,-0.5235988,-0.002807084,0.5249918
10.81,-0.5235988,-0.0003681942,0.5249918
10.82,-0.5235988,0.002162965,0.5249918
10.83,-0.5235988,0.004535429,0.5249918
10.84,-0.5235988,0.006866768,0.5249918
10.85,-0.5235988,0.009170868,0.5298541
10.86,-0.5235988,0.01131379,0.5249918
10.87,-0.5235988,0.01343714,0.5249918
10.88,-0.5235988,0.01540642,0.5249918
10.89,-0.5235988,0.01728113,0.5249918
10.9,-0.5235988,0.01896982,0.5249918
10.91,-0.5235988,0.02044621,0.5249918
10.92,-0.5235988,0.0219237,0.5249918
10.93,-0.5235988,0.02313939,0.5249918
10.94,-0.5235988,0.02424198,0.5249918
10.95,-0.5235988,0.02521458,0.5249918
10.96,-0.5235988,0.02594129,0.5249918
10.97,-0.5235988,0.02661161,0.5249918
10.98,-0.5235988,0.0270411,0.5249918
10.99,-0.5235988,0.027182,0.5249918
11,-0.5235988,0.02729035,0.5249918
11.01,-0.5235988,0.02722794,0.5249918
11.02,-0.5235988,0.02696196,0.5249918
11.03,-0.5235988,0.02666024,0.5298541
11.04,-0.5235988,0.02611977,0.5249918
11.05,-0.5235988,0.02539349,0.5249918
11.06,-0.5235988,0.02459704,0.5201294
11.07,-0.5235988,0.02359292,0.5249918
11.08,-0.5235988,0.02250111,0.5201294
11.09,-0.5235988,0.02127432,0.5249918
11.1,-0.5235988,0.01998332,0.5249918
11.11,-0.5235988,0.01865891,0.5249918
11.12,-0.5235988,0.01716511,0.5249918
11.13,-0.5235988,0.01558743,0.5249918
11.14,-0.5235988,0.01391521,0.5249918
11.15,-0.5235988,0.0121429,0.5249918
11.16,-0.5235988,0.01045877,0.5249918
11.17,-0.5235988,0.008633326,0.5249918
11.18,-0.5235988,0.00682951,0.5249918
11.19,-0.5235988,0.005009968,0.5249918
11.2,-0.5235988,0.0032181,0.5249918
11.21,-0.5235988,0.001413442,0.5249918
11.22,-0.5235988,-0.0003252245,0.5249918
11.23,-0.5235988,-0.002102045,0.5249918
11.24,-0.5235988,-0.003867003,0.5249918
11.25,-0.5235988,-0.005614762,0.5249918
11.26,-0.5235988,-0.00726079,0.5249918
11.27,-0.5235988,-0.008775713,0.5249918
11.28,-0.5235988,-0.01028684,0.5249918
11.29,-0.5235988,-0.01170041,0.5249918
11.3,-0.5235988,-0.01298668,0.5249918
11.31,-0.5235988,-0.01410924,0.5298541
11.32,-0.5235988,-0.01531532,0.5249918
11.33,-0.5235988,-0.01632758,0.5249918
11.34,-0.5235988,-0.0172241,0.5249918
11.35,-0.5235988,-0.01789355,0.5201294
11.36,-0.5235988,-0.0184566,0.5249918
11.37,-0.5235988,-0.0189447,0.5249918
11.38,-0.5235988,-0.01935093,0.5249918
11.39,-0.5235988,-0.01946505,0.5249918
11.4,-0.5235988,-0.01953373,0.5249918
11.41,-0.5235988,-0.01942397,0.5249918
11.42,-0.5235988,-0.01939044,0.5249918
11.43,-0.5235988,-0.01911355,0.5249918
11.44,-0.5235988,-0.01867033,0.5249918
11.45,-0.5235988,-0.01818292,0.5249918
11.46,-0.5235988,-0.01765972,0.5249918
11.47,-0.5235988,-0.01701677,0.5201294
11.48,-0.5235988,-0.01626247,0.5249918
11.49,-0.5235988,-0.01540359,0.5249918
11.5,-0.5235988,-0.01452892,0.5249918
11.51,-0.5235988,-0.0136181,0.5249918
11.52,-0.5235988,-0.01260599,0.5249918
11.53,-0.5235988,-0.01162603,0.5249918
11.54,-0.5235988,-0.01051288,0.5249918
11.55,-0.5235988,-0.009432303,0.5249918
11.56,-0.5235988,-0.008209181,0.5249918
11.57,-0.5235988,-0.007005195,0.5249918
11.58,-0.5235988,-0.005741308,0.5249918
11.59,-0.5235988,-0.004503048,0.5249918
11.6,-0.5235988,-0.003390006,0.5201294
11.61,-0.5235988,-0.002186951,0.5249918
11.62,-0.5235988,-0.0008838823,0.5249918
11.63,-0.5235988,0.0002942721,0.5249918
11.64,-0.5235988,0.001477893,0.5249918
11.65,-0.5235988,0.002656619,0.5249918
11.66,-0.5235988,0.003722892,0.5249918
11.67,-0.5235988,0.004838998,0.5249918
11.68,-0.5235988,0.005913753,0.5249918
11.69,-0.5235988,0.006698888,0.5249918
11.7,-0.5235988,0.0075812,0.5249918
11.71,-0.5235988,0.00841092,0.5249918
11.72,-0.5235988,0.009050373,0.5249918
11.73,-0.5235988,0.009633271,0.5249918
11.74,-0.5235988,0.01017193,0.5249918
11.75,-0.5235988,0.01071331,0.5249918
11.76,-0.5235988,0.01109856,0.5249918
11.77,-0.5235988,0.01132397,0.5249918
11.78,-0.5235988,0.01154704,0.5249918
11.79,-0.5235988,0.01170819,0.5249918
11.8,-0.5235988,0.01168234,0.5249918
11.81,-0.5235988,0.01155392,0.5249918
11.82,-0.5235988,0.01148499,0.5249918
11.83,-0.5235988,0.01127097,0.5249918
11.84,-0.5235988,0.01103193,0.5249918
11.85,-0.5235988,0.01072328,0.5249918
11.86,-0.5235988,0.0102309,0.5249918
11.87,-0.5235988,0.009808873,0.5249918
11.88,-0.5235988,0.009344232,0.5249918
11.89,-0.5235988,0.008889833,0.5201294
11.9,-0.5235988,0.008346243,0.5249918
11.91,-0.5235988,0.007754236,0.5249918
11.92,-0.5235988,0.007158182,0.5249918
11.93,-0.5235988,0.006466916,0.5249918
11.94,-0.5235988,0.005704013,0.5249918
11.95,-0.5235988,0.005062846,0.5249918
11.96,-0.5235988,0.00444373,0.5249918
11.97,-0.5235988,0.00376243,0.5298541
11.98,-0.5235988,0.003173294,0.5249918
11.99,-0.5235988,0.002400334,0.5249918
12,-0.5235988,0.001736104,0.5249918
12.01,-0.5235988,0.001118403,0.5249918
